epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1625071231803,2021-06-30T18:40:31.803,2.702,-0.001,-0.018,1.007
1625071231803,2021-06-30T18:40:31.803,2.702,-0.003,-0.022,1.013
1625071231804,2021-06-30T18:40:31.804,2.703,-0.005,-0.016,1.000
1625071231806,2021-06-30T18:40:31.806,2.705,-0.007,-0.017,1.006
1625071231807,2021-06-30T18:40:31.807,2.706,-0.001,-0.016,0.999
1625071231809,2021-06-30T18:40:31.809,2.708,-0.000,-0.017,1.008
1625071231810,2021-06-30T18:40:31.810,2.709,-0.004,-0.020,1.018
1625071231810,2021-06-30T18:40:31.810,2.709,-0.007,-0.020,1.006
1625071231811,2021-06-30T18:40:31.811,2.710,-0.002,-0.026,1.004
1625071231813,2021-06-30T18:40:31.813,2.712,-0.001,-0.019,1.009
1625071231814,2021-06-30T18:40:31.814,2.713,-0.002,-0.020,1.001
1625071231816,2021-06-30T18:40:31.816,2.715,0.000,-0.014,0.999
1625071231817,2021-06-30T18:40:31.817,2.716,-0.003,-0.016,1.003
1625071231819,2021-06-30T18:40:31.819,2.718,-0.003,-0.012,1.004
1625071231819,2021-06-30T18:40:31.819,2.718,-0.005,-0.016,1.006
1625071231820,2021-06-30T18:40:31.820,2.719,-0.003,-0.018,1.007
1625071231822,2021-06-30T18:40:31.822,2.721,-0.001,-0.023,1.007
1625071231823,2021-06-30T18:40:31.823,2.722,-0.004,-0.022,1.008
1625071231825,2021-06-30T18:40:31.825,2.724,-0.001,-0.018,1.002
1625071231826,2021-06-30T18:40:31.826,2.725,0.000,-0.018,1.000
1625071231826,2021-06-30T18:40:31.826,2.725,-0.004,-0.018,1.005
1625071231828,2021-06-30T18:40:31.828,2.727,-0.006,-0.018,1.012
1625071231829,2021-06-30T18:40:31.829,2.728,-0.001,-0.018,1.008
1625071231830,2021-06-30T18:40:31.830,2.729,-0.001,-0.012,1.008
1625071231832,2021-06-30T18:40:31.832,2.731,-0.006,-0.017,1.006
1625071231833,2021-06-30T18:40:31.833,2.732,-0.002,-0.024,1.008
1625071231835,2021-06-30T18:40:31.835,2.734,-0.001,-0.018,1.012
1625071231835,2021-06-30T18:40:31.835,2.734,-0.002,-0.020,1.002
1625071231836,2021-06-30T18:40:31.836,2.735,-0.003,-0.015,1.011
1625071231838,2021-06-30T18:40:31.838,2.737,-0.002,-0.019,1.006
1625071231839,2021-06-30T18:40:31.839,2.738,-0.008,-0.018,1.005
1625071231841,2021-06-30T18:40:31.841,2.740,-0.004,-0.021,1.001
1625071231842,2021-06-30T18:40:31.842,2.741,-0.003,-0.020,1.007
1625071231844,2021-06-30T18:40:31.844,2.743,0.001,-0.018,1.010
1625071231844,2021-06-30T18:40:31.844,2.743,0.000,-0.014,1.007
1625071231845,2021-06-30T18:40:31.845,2.744,-0.002,-0.016,1.012
1625071231847,2021-06-30T18:40:31.847,2.746,-0.003,-0.021,1.016
1625071231848,2021-06-30T18:40:31.848,2.747,-0.005,-0.021,1.006
1625071231850,2021-06-30T18:40:31.850,2.749,0.000,-0.011,1.005
1625071231851,2021-06-30T18:40:31.851,2.750,0.001,-0.016,1.006
1625071231851,2021-06-30T18:40:31.851,2.750,-0.004,-0.015,1.011
1625071231852,2021-06-30T18:40:31.852,2.751,-0.003,-0.019,1.007
1625071231854,2021-06-30T18:40:31.854,2.753,-0.008,-0.016,1.012
1625071231855,2021-06-30T18:40:31.855,2.754,-0.007,-0.023,1.008
1625071231857,2021-06-30T18:40:31.857,2.756,-0.001,-0.018,1.000
1625071231858,2021-06-30T18:40:31.858,2.757,-0.004,-0.012,0.998
1625071231860,2021-06-30T18:40:31.860,2.759,-0.002,-0.013,1.009
1625071231860,2021-06-30T18:40:31.860,2.759,-0.002,-0.012,1.016
1625071231861,2021-06-30T18:40:31.861,2.760,0.002,-0.014,1.012
1625071231863,2021-06-30T18:40:31.863,2.762,0.005,-0.015,1.017
1625071231864,2021-06-30T18:40:31.864,2.763,0.001,-0.017,1.015
1625071231866,2021-06-30T18:40:31.866,2.765,0.002,-0.020,1.007
1625071231867,2021-06-30T18:40:31.867,2.766,0.002,-0.016,1.014
1625071231867,2021-06-30T18:40:31.867,2.766,-0.006,-0.018,1.008
1625071231869,2021-06-30T18:40:31.869,2.768,0.001,-0.017,1.015
1625071231870,2021-06-30T18:40:31.870,2.769,-0.007,-0.019,1.008
1625071231872,2021-06-30T18:40:31.872,2.771,-0.002,-0.018,1.008
1625071231873,2021-06-30T18:40:31.873,2.772,0.001,-0.020,1.016
1625071231874,2021-06-30T18:40:31.874,2.773,-0.007,-0.017,1.009
1625071231876,2021-06-30T18:40:31.876,2.775,-0.004,-0.020,1.009
1625071231876,2021-06-30T18:40:31.876,2.775,-0.006,-0.018,1.010
1625071231877,2021-06-30T18:40:31.877,2.776,-0.003,-0.019,1.010
1625071231879,2021-06-30T18:40:31.879,2.778,-0.001,-0.018,1.004
1625071231880,2021-06-30T18:40:31.880,2.779,-0.003,-0.019,1.006
1625071231882,2021-06-30T18:40:31.882,2.781,0.001,-0.019,1.012
1625071231883,2021-06-30T18:40:31.883,2.782,-0.004,-0.015,1.002
1625071231883,2021-06-30T18:40:31.883,2.782,-0.002,-0.020,1.005
1625071231885,2021-06-30T18:40:31.885,2.784,-0.005,-0.019,1.006
1625071231886,2021-06-30T18:40:31.886,2.785,-0.001,-0.024,1.005
1625071231888,2021-06-30T18:40:31.888,2.787,-0.002,-0.024,1.012
1625071231889,2021-06-30T18:40:31.889,2.788,-0.001,-0.023,1.003
1625071231891,2021-06-30T18:40:31.891,2.790,-0.006,-0.015,1.004
1625071231892,2021-06-30T18:40:31.892,2.791,-0.004,-0.022,0.993
1625071231892,2021-06-30T18:40:31.892,2.791,0.001,-0.015,1.009
1625071231893,2021-06-30T18:40:31.893,2.792,-0.003,-0.017,1.006
1625071231895,2021-06-30T18:40:31.895,2.794,-0.008,-0.013,1.007
1625071231896,2021-06-30T18:40:31.896,2.795,-0.006,-0.016,1.013
1625071231898,2021-06-30T18:40:31.898,2.797,-0.001,-0.014,1.007
1625071231899,2021-06-30T18:40:31.899,2.798,-0.005,-0.016,1.007
1625071231899,2021-06-30T18:40:31.899,2.798,-0.001,-0.020,1.001
1625071231901,2021-06-30T18:40:31.901,2.800,-0.003,-0.019,1.002
1625071231902,2021-06-30T18:40:31.902,2.801,-0.004,-0.022,1.009
1625071231904,2021-06-30T18:40:31.904,2.803,-0.002,-0.015,1.016
1625071231905,2021-06-30T18:40:31.905,2.804,-0.008,-0.022,1.014
1625071231907,2021-06-30T18:40:31.907,2.806,-0.001,-0.018,1.006
1625071231908,2021-06-30T18:40:31.908,2.807,-0.002,-0.017,1.000
1625071231908,2021-06-30T18:40:31.908,2.807,-0.009,-0.020,0.996
1625071231910,2021-06-30T18:40:31.910,2.809,-0.009,-0.021,1.006
1625071231911,2021-06-30T18:40:31.911,2.810,0.004,-0.011,1.009
1625071231913,2021-06-30T18:40:31.913,2.812,-0.002,-0.013,1.006
1625071231914,2021-06-30T18:40:31.914,2.813,-0.001,-0.018,1.017
1625071231915,2021-06-30T18:40:31.915,2.814,-0.003,-0.016,1.011
1625071231917,2021-06-30T18:40:31.917,2.816,-0.002,-0.020,1.010
1625071231917,2021-06-30T18:40:31.917,2.816,-0.003,-0.016,1.009
1625071231918,2021-06-30T18:40:31.918,2.817,-0.007,-0.023,1.010
1625071231920,2021-06-30T18:40:31.920,2.819,-0.002,-0.017,1.010
1625071231921,2021-06-30T18:40:31.921,2.820,0.002,-0.018,1.014
1625071231923,2021-06-30T18:40:31.923,2.822,0.004,-0.017,1.015
1625071231924,2021-06-30T18:40:31.924,2.823,0.002,-0.019,1.003
1625071231924,2021-06-30T18:40:31.924,2.823,0.002,-0.021,1.011
1625071231926,2021-06-30T18:40:31.926,2.825,-0.002,-0.021,1.008
1625071231927,2021-06-30T18:40:31.927,2.826,-0.004,-0.016,1.001
1625071231929,2021-06-30T18:40:31.929,2.828,-0.001,-0.011,1.009
1625071231930,2021-06-30T18:40:31.930,2.829,0.001,-0.016,1.003
1625071231932,2021-06-30T18:40:31.932,2.831,-0.001,-0.023,1.005
1625071231933,2021-06-30T18:40:31.933,2.832,0.007,-0.023,1.013
1625071231933,2021-06-30T18:40:31.933,2.832,-0.002,-0.019,1.008
1625071231934,2021-06-30T18:40:31.934,2.833,-0.003,-0.016,1.000
1625071231936,2021-06-30T18:40:31.936,2.835,-0.003,-0.017,1.002
1625071231937,2021-06-30T18:40:31.937,2.836,-0.002,-0.022,1.006
1625071231939,2021-06-30T18:40:31.939,2.838,0.001,-0.020,1.004
1625071231940,2021-06-30T18:40:31.940,2.839,-0.001,-0.016,1.009
1625071231940,2021-06-30T18:40:31.940,2.839,-0.001,-0.025,1.003
1625071231942,2021-06-30T18:40:31.942,2.841,-0.003,-0.014,1.004
1625071231943,2021-06-30T18:40:31.943,2.842,-0.004,-0.018,0.997
1625071231945,2021-06-30T18:40:31.945,2.844,-0.003,-0.012,1.005
1625071231946,2021-06-30T18:40:31.946,2.845,-0.002,-0.017,1.013
1625071231948,2021-06-30T18:40:31.948,2.847,-0.001,-0.020,1.001
1625071231949,2021-06-30T18:40:31.949,2.848,0.000,-0.016,1.000
1625071231949,2021-06-30T18:40:31.949,2.848,-0.002,-0.017,1.008
1625071231951,2021-06-30T18:40:31.951,2.850,-0.001,-0.019,1.007
1625071231952,2021-06-30T18:40:31.952,2.851,-0.004,-0.020,1.009
1625071231954,2021-06-30T18:40:31.954,2.853,-0.002,-0.017,1.003
1625071231955,2021-06-30T18:40:31.955,2.854,-0.005,-0.021,1.007
1625071231956,2021-06-30T18:40:31.956,2.855,-0.005,-0.017,1.008
1625071231956,2021-06-30T18:40:31.956,2.855,-0.000,-0.017,1.009
1625071231958,2021-06-30T18:40:31.958,2.857,-0.005,-0.020,1.004
1625071231959,2021-06-30T18:40:31.959,2.858,-0.004,-0.021,1.002
1625071231961,2021-06-30T18:40:31.961,2.860,-0.003,-0.017,1.008
1625071231962,2021-06-30T18:40:31.962,2.861,0.003,-0.020,1.005
1625071231964,2021-06-30T18:40:31.964,2.863,-0.003,-0.020,1.005
1625071231965,2021-06-30T18:40:31.965,2.864,-0.000,-0.018,1.006
1625071231965,2021-06-30T18:40:31.965,2.864,-0.003,-0.017,1.006
1625071231967,2021-06-30T18:40:31.967,2.866,-0.001,-0.022,1.007
1625071231968,2021-06-30T18:40:31.968,2.867,0.003,-0.017,1.007
1625071231970,2021-06-30T18:40:31.970,2.869,0.003,-0.023,1.007
1625071231971,2021-06-30T18:40:31.971,2.870,-0.001,-0.019,1.006
1625071231973,2021-06-30T18:40:31.973,2.872,-0.002,-0.016,1.001
1625071231973,2021-06-30T18:40:31.973,2.872,-0.006,-0.016,1.006
1625071231974,2021-06-30T18:40:31.974,2.873,-0.001,-0.014,1.005
1625071231976,2021-06-30T18:40:31.976,2.875,-0.002,-0.018,1.001
1625071231977,2021-06-30T18:40:31.977,2.876,-0.000,-0.021,1.000
1625071231978,2021-06-30T18:40:31.978,2.877,-0.003,-0.016,1.005
1625071231980,2021-06-30T18:40:31.980,2.879,0.000,-0.017,1.008
1625071231981,2021-06-30T18:40:31.981,2.880,-0.004,-0.021,1.009
1625071231981,2021-06-30T18:40:31.981,2.880,-0.002,-0.016,1.009
1625071231983,2021-06-30T18:40:31.983,2.882,0.004,-0.016,1.008
1625071231984,2021-06-30T18:40:31.984,2.883,-0.003,-0.017,1.008
1625071231986,2021-06-30T18:40:31.986,2.885,0.002,-0.021,1.008
1625071231987,2021-06-30T18:40:31.987,2.886,-0.007,-0.015,1.017
1625071231989,2021-06-30T18:40:31.989,2.888,0.000,-0.014,1.006
1625071231989,2021-06-30T18:40:31.989,2.888,0.003,-0.014,1.002
1625071231990,2021-06-30T18:40:31.990,2.889,-0.001,-0.021,1.007
1625071231992,2021-06-30T18:40:31.992,2.891,-0.002,-0.021,1.002
1625071231993,2021-06-30T18:40:31.993,2.892,-0.002,-0.022,1.002
1625071231995,2021-06-30T18:40:31.995,2.894,-0.002,-0.021,0.997
1625071231996,2021-06-30T18:40:31.996,2.895,-0.002,-0.021,1.004
1625071231997,2021-06-30T18:40:31.997,2.896,-0.003,-0.018,1.005
1625071231997,2021-06-30T18:40:31.997,2.896,-0.001,-0.027,1.004
1625071231999,2021-06-30T18:40:31.999,2.898,0.000,-0.024,1.000
1625071232000,2021-06-30T18:40:32.000,2.899,-0.004,-0.019,1.010
1625071232002,2021-06-30T18:40:32.002,2.901,-0.004,-0.014,1.005
1625071232003,2021-06-30T18:40:32.003,2.902,-0.008,-0.019,1.012
1625071232005,2021-06-30T18:40:32.005,2.904,0.000,-0.018,1.007
1625071232006,2021-06-30T18:40:32.006,2.905,0.003,-0.016,1.006
1625071232006,2021-06-30T18:40:32.006,2.905,0.000,-0.017,1.008
1625071232009,2021-06-30T18:40:32.009,2.908,-0.006,-0.022,1.007
1625071232009,2021-06-30T18:40:32.009,2.908,-0.006,-0.014,1.016
1625071232011,2021-06-30T18:40:32.011,2.910,-0.000,-0.016,1.009
1625071232012,2021-06-30T18:40:32.012,2.911,-0.001,-0.022,1.006
1625071232014,2021-06-30T18:40:32.014,2.913,-0.005,-0.020,1.004
1625071232014,2021-06-30T18:40:32.014,2.913,-0.005,-0.015,1.009
1625071232015,2021-06-30T18:40:32.015,2.914,0.000,-0.018,1.011
1625071232017,2021-06-30T18:40:32.017,2.916,0.000,-0.023,1.014
1625071232018,2021-06-30T18:40:32.018,2.917,0.001,-0.022,1.002
1625071232019,2021-06-30T18:40:32.019,2.918,0.001,-0.009,1.002
1625071232021,2021-06-30T18:40:32.021,2.920,0.000,-0.016,1.006
1625071232022,2021-06-30T18:40:32.022,2.921,-0.005,-0.017,1.004
1625071232022,2021-06-30T18:40:32.022,2.921,-0.002,-0.017,1.008
1625071232024,2021-06-30T18:40:32.024,2.923,-0.002,-0.019,1.014
1625071232025,2021-06-30T18:40:32.025,2.924,-0.002,-0.014,1.011
1625071232027,2021-06-30T18:40:32.027,2.926,0.000,-0.020,0.999
1625071232028,2021-06-30T18:40:32.028,2.927,0.000,-0.017,1.006
1625071232030,2021-06-30T18:40:32.030,2.929,-0.001,-0.014,1.012
1625071232030,2021-06-30T18:40:32.030,2.929,-0.005,-0.018,1.000
1625071232031,2021-06-30T18:40:32.031,2.930,-0.001,-0.020,1.007
1625071232033,2021-06-30T18:40:32.033,2.932,-0.002,-0.018,1.008
1625071232034,2021-06-30T18:40:32.034,2.933,-0.003,-0.021,1.008
1625071232036,2021-06-30T18:40:32.036,2.935,-0.001,-0.018,1.008
1625071232037,2021-06-30T18:40:32.037,2.936,-0.001,-0.011,1.011
1625071232038,2021-06-30T18:40:32.038,2.937,-0.001,-0.021,1.005
1625071232038,2021-06-30T18:40:32.038,2.937,-0.001,-0.016,1.003
1625071232040,2021-06-30T18:40:32.040,2.939,-0.002,-0.011,1.000
1625071232041,2021-06-30T18:40:32.041,2.940,-0.002,-0.019,1.012
1625071232043,2021-06-30T18:40:32.043,2.942,0.000,-0.020,1.005
1625071232044,2021-06-30T18:40:32.044,2.943,0.001,-0.015,1.006
1625071232046,2021-06-30T18:40:32.046,2.945,-0.008,-0.021,1.007
1625071232046,2021-06-30T18:40:32.046,2.945,-0.001,-0.019,1.001
1625071232047,2021-06-30T18:40:32.047,2.946,-0.002,-0.014,1.008
1625071232049,2021-06-30T18:40:32.049,2.948,-0.008,-0.017,1.001
1625071232050,2021-06-30T18:40:32.050,2.949,-0.002,-0.017,1.000
1625071232052,2021-06-30T18:40:32.052,2.951,-0.001,-0.016,1.004
1625071232053,2021-06-30T18:40:32.053,2.952,-0.000,-0.021,1.002
1625071232055,2021-06-30T18:40:32.055,2.954,0.000,-0.017,1.000
1625071232055,2021-06-30T18:40:32.055,2.954,-0.007,-0.021,1.002
1625071232056,2021-06-30T18:40:32.056,2.955,-0.006,-0.017,1.005
1625071232058,2021-06-30T18:40:32.058,2.957,-0.003,-0.016,1.016
1625071232059,2021-06-30T18:40:32.059,2.958,-0.001,-0.019,1.009
1625071232060,2021-06-30T18:40:32.060,2.959,-0.004,-0.022,1.006
1625071232062,2021-06-30T18:40:32.062,2.961,0.003,-0.020,1.006
1625071232062,2021-06-30T18:40:32.062,2.961,-0.002,-0.016,1.009
1625071232063,2021-06-30T18:40:32.063,2.962,-0.002,-0.019,1.011
1625071232065,2021-06-30T18:40:32.065,2.964,0.002,-0.016,1.008
1625071232066,2021-06-30T18:40:32.066,2.965,0.001,-0.019,1.011
1625071232068,2021-06-30T18:40:32.068,2.967,-0.004,-0.019,1.000
1625071232069,2021-06-30T18:40:32.069,2.968,-0.002,-0.019,1.010
1625071232071,2021-06-30T18:40:32.071,2.970,-0.001,-0.018,1.007
1625071232071,2021-06-30T18:40:32.071,2.970,-0.004,-0.020,1.014
1625071232072,2021-06-30T18:40:32.072,2.971,-0.004,-0.017,1.011
1625071232074,2021-06-30T18:40:32.074,2.973,-0.000,-0.021,1.004
1625071232075,2021-06-30T18:40:32.075,2.974,-0.003,-0.014,1.007
1625071232077,2021-06-30T18:40:32.077,2.976,0.001,-0.020,1.010
1625071232078,2021-06-30T18:40:32.078,2.977,-0.010,-0.016,1.004
1625071232080,2021-06-30T18:40:32.080,2.979,-0.003,-0.017,1.010
1625071232080,2021-06-30T18:40:32.080,2.979,-0.002,-0.018,1.008
1625071232081,2021-06-30T18:40:32.081,2.980,0.001,-0.017,1.010
1625071232082,2021-06-30T18:40:32.082,2.981,-0.000,-0.022,1.001
1625071232084,2021-06-30T18:40:32.084,2.983,0.000,-0.021,1.008
1625071232085,2021-06-30T18:40:32.085,2.984,-0.002,-0.016,1.006
1625071232087,2021-06-30T18:40:32.087,2.986,-0.004,-0.018,1.005
1625071232087,2021-06-30T18:40:32.087,2.986,-0.007,-0.017,1.003
1625071232088,2021-06-30T18:40:32.088,2.987,-0.002,-0.021,1.011
1625071232090,2021-06-30T18:40:32.090,2.989,-0.002,-0.021,1.003
1625071232091,2021-06-30T18:40:32.091,2.990,0.002,-0.022,1.008
1625071232093,2021-06-30T18:40:32.093,2.992,-0.001,-0.023,1.011
1625071232094,2021-06-30T18:40:32.094,2.993,0.001,-0.019,1.005
1625071232096,2021-06-30T18:40:32.096,2.995,0.001,-0.022,1.002
1625071232096,2021-06-30T18:40:32.096,2.995,-0.000,-0.016,1.012
1625071232099,2021-06-30T18:40:32.099,2.998,-0.003,-0.015,1.003
1625071232099,2021-06-30T18:40:32.099,2.998,0.000,-0.016,1.009
1625071232100,2021-06-30T18:40:32.100,2.999,0.002,-0.016,1.005
1625071232101,2021-06-30T18:40:32.101,3.000,-0.002,-0.022,1.008
1625071232103,2021-06-30T18:40:32.103,3.002,0.001,-0.023,1.012
1625071232103,2021-06-30T18:40:32.103,3.002,0.000,-0.023,1.004
1625071232104,2021-06-30T18:40:32.104,3.003,0.001,-0.016,1.000
1625071232106,2021-06-30T18:40:32.106,3.005,0.002,-0.019,1.003
1625071232107,2021-06-30T18:40:32.107,3.006,-0.003,-0.017,1.012
1625071232109,2021-06-30T18:40:32.109,3.008,-0.001,-0.026,1.009
1625071232110,2021-06-30T18:40:32.110,3.009,-0.005,-0.020,1.011
1625071232112,2021-06-30T18:40:32.112,3.011,-0.002,-0.016,1.005
1625071232112,2021-06-30T18:40:32.112,3.011,-0.002,-0.017,1.008
1625071232113,2021-06-30T18:40:32.113,3.012,0.004,-0.021,1.007
1625071232115,2021-06-30T18:40:32.115,3.014,0.005,-0.020,0.997
1625071232116,2021-06-30T18:40:32.116,3.015,0.000,-0.013,1.016
1625071232118,2021-06-30T18:40:32.118,3.017,0.002,-0.018,1.007
1625071232119,2021-06-30T18:40:32.119,3.018,-0.005,-0.022,1.006
1625071232119,2021-06-30T18:40:32.119,3.018,0.001,-0.019,1.006
1625071232121,2021-06-30T18:40:32.121,3.020,-0.000,-0.023,1.010
1625071232122,2021-06-30T18:40:32.122,3.021,0.000,-0.020,1.006
1625071232123,2021-06-30T18:40:32.123,3.022,0.000,-0.015,1.008
1625071232125,2021-06-30T18:40:32.125,3.024,-0.001,-0.022,1.013
1625071232126,2021-06-30T18:40:32.126,3.025,0.001,-0.027,1.013
1625071232128,2021-06-30T18:40:32.128,3.027,-0.005,-0.018,1.000
1625071232128,2021-06-30T18:40:32.128,3.027,-0.005,-0.021,1.005
1625071232129,2021-06-30T18:40:32.129,3.028,0.000,-0.021,1.006
1625071232131,2021-06-30T18:40:32.131,3.030,-0.000,-0.010,1.006
1625071232132,2021-06-30T18:40:32.132,3.031,-0.001,-0.018,1.008
1625071232134,2021-06-30T18:40:32.134,3.033,0.002,-0.017,1.004
1625071232135,2021-06-30T18:40:32.135,3.034,-0.003,-0.018,1.006
1625071232135,2021-06-30T18:40:32.135,3.034,-0.005,-0.016,1.013
1625071232137,2021-06-30T18:40:32.137,3.036,0.005,-0.020,1.010
1625071232138,2021-06-30T18:40:32.138,3.037,-0.000,-0.015,1.007
1625071232140,2021-06-30T18:40:32.140,3.039,0.000,-0.017,1.009
1625071232141,2021-06-30T18:40:32.141,3.040,0.001,-0.017,1.013
1625071232143,2021-06-30T18:40:32.143,3.042,-0.006,-0.015,1.006
1625071232144,2021-06-30T18:40:32.144,3.043,-0.006,-0.022,1.011
1625071232144,2021-06-30T18:40:32.144,3.043,-0.001,-0.014,1.010
1625071232145,2021-06-30T18:40:32.145,3.044,-0.003,-0.017,1.008
1625071232147,2021-06-30T18:40:32.147,3.046,-0.003,-0.023,1.005
1625071232148,2021-06-30T18:40:32.148,3.047,-0.003,-0.022,1.013
1625071232150,2021-06-30T18:40:32.150,3.049,0.006,-0.016,1.007
1625071232151,2021-06-30T18:40:32.151,3.050,0.000,-0.014,1.014
1625071232153,2021-06-30T18:40:32.153,3.052,0.002,-0.016,1.010
1625071232153,2021-06-30T18:40:32.153,3.052,-0.005,-0.013,1.011
1625071232154,2021-06-30T18:40:32.154,3.053,-0.008,-0.016,1.009
1625071232156,2021-06-30T18:40:32.156,3.055,0.002,-0.016,1.012
1625071232157,2021-06-30T18:40:32.157,3.056,-0.006,-0.011,1.004
1625071232159,2021-06-30T18:40:32.159,3.058,-0.005,-0.023,1.002
1625071232160,2021-06-30T18:40:32.160,3.059,-0.004,-0.020,1.000
1625071232160,2021-06-30T18:40:32.160,3.059,-0.003,-0.018,1.003
1625071232162,2021-06-30T18:40:32.162,3.061,0.001,-0.023,1.010
1625071232163,2021-06-30T18:40:32.163,3.062,0.000,-0.014,1.012
1625071232164,2021-06-30T18:40:32.164,3.063,-0.001,-0.020,1.006
1625071232166,2021-06-30T18:40:32.166,3.065,0.002,-0.020,1.007
1625071232167,2021-06-30T18:40:32.167,3.066,-0.005,-0.016,1.010
1625071232169,2021-06-30T18:40:32.169,3.068,0.000,-0.021,1.009
1625071232169,2021-06-30T18:40:32.169,3.068,-0.002,-0.016,1.010
1625071232170,2021-06-30T18:40:32.170,3.069,0.001,-0.018,1.011
1625071232172,2021-06-30T18:40:32.172,3.071,0.007,-0.015,1.010
1625071232173,2021-06-30T18:40:32.173,3.072,-0.005,-0.023,1.002
1625071232175,2021-06-30T18:40:32.175,3.074,-0.001,-0.020,0.999
1625071232176,2021-06-30T18:40:32.176,3.075,-0.001,-0.016,1.008
1625071232176,2021-06-30T18:40:32.176,3.075,-0.002,-0.020,1.005
1625071232178,2021-06-30T18:40:32.178,3.077,-0.003,-0.021,1.003
1625071232179,2021-06-30T18:40:32.179,3.078,-0.000,-0.015,1.007
1625071232181,2021-06-30T18:40:32.181,3.080,0.000,-0.019,1.012
1625071232182,2021-06-30T18:40:32.182,3.081,-0.006,-0.020,1.007
1625071232184,2021-06-30T18:40:32.184,3.083,-0.002,-0.023,0.996
1625071232185,2021-06-30T18:40:32.185,3.084,-0.001,-0.011,0.998
1625071232185,2021-06-30T18:40:32.185,3.084,-0.000,-0.020,1.006
1625071232186,2021-06-30T18:40:32.186,3.085,-0.005,-0.016,1.003
1625071232188,2021-06-30T18:40:32.188,3.087,-0.002,-0.020,1.004
1625071232189,2021-06-30T18:40:32.189,3.088,-0.000,-0.019,1.008
1625071232191,2021-06-30T18:40:32.191,3.090,-0.005,-0.021,1.014
1625071232192,2021-06-30T18:40:32.192,3.091,0.002,-0.016,1.004
1625071232192,2021-06-30T18:40:32.192,3.091,-0.002,-0.023,1.009
1625071232194,2021-06-30T18:40:32.194,3.093,-0.004,-0.016,1.012
1625071232195,2021-06-30T18:40:32.195,3.094,-0.007,-0.013,1.007
1625071232197,2021-06-30T18:40:32.197,3.096,-0.001,-0.020,1.012
1625071232198,2021-06-30T18:40:32.198,3.097,-0.004,-0.021,1.006
1625071232200,2021-06-30T18:40:32.200,3.099,-0.000,-0.018,1.008
1625071232201,2021-06-30T18:40:32.201,3.100,-0.004,-0.021,1.002
1625071232201,2021-06-30T18:40:32.201,3.100,-0.005,-0.013,1.005
1625071232203,2021-06-30T18:40:32.203,3.102,0.000,-0.018,1.003
1625071232204,2021-06-30T18:40:32.204,3.103,0.005,-0.016,1.010
1625071232205,2021-06-30T18:40:32.205,3.104,-0.004,-0.019,1.008
1625071232207,2021-06-30T18:40:32.207,3.106,-0.007,-0.012,1.002
1625071232208,2021-06-30T18:40:32.208,3.107,0.005,-0.016,1.000
1625071232208,2021-06-30T18:40:32.208,3.107,0.002,-0.022,1.000
1625071232210,2021-06-30T18:40:32.210,3.109,-0.003,-0.020,1.006
1625071232211,2021-06-30T18:40:32.211,3.110,0.000,-0.019,1.000
1625071232213,2021-06-30T18:40:32.213,3.112,-0.001,-0.015,1.009
1625071232214,2021-06-30T18:40:32.214,3.113,-0.002,-0.017,1.007
1625071232216,2021-06-30T18:40:32.216,3.115,-0.004,-0.019,1.014
1625071232217,2021-06-30T18:40:32.217,3.116,0.001,-0.012,1.006
1625071232217,2021-06-30T18:40:32.217,3.116,-0.002,-0.015,1.003
1625071232219,2021-06-30T18:40:32.219,3.118,-0.005,-0.024,1.014
1625071232220,2021-06-30T18:40:32.220,3.119,-0.004,-0.020,1.003
1625071232222,2021-06-30T18:40:32.222,3.121,-0.003,-0.021,1.007
1625071232223,2021-06-30T18:40:32.223,3.122,0.002,-0.014,1.011
1625071232225,2021-06-30T18:40:32.225,3.124,-0.002,-0.015,1.007
1625071232225,2021-06-30T18:40:32.225,3.124,-0.004,-0.020,1.010
1625071232226,2021-06-30T18:40:32.226,3.125,0.001,-0.014,1.001
1625071232227,2021-06-30T18:40:32.227,3.126,-0.005,-0.017,1.005
1625071232229,2021-06-30T18:40:32.229,3.128,-0.002,-0.022,1.010
1625071232230,2021-06-30T18:40:32.230,3.129,0.000,-0.014,1.014
1625071232232,2021-06-30T18:40:32.232,3.131,-0.007,-0.010,1.004
1625071232233,2021-06-30T18:40:32.233,3.132,0.002,-0.016,0.993
1625071232233,2021-06-30T18:40:32.233,3.132,0.000,-0.021,1.009
1625071232235,2021-06-30T18:40:32.235,3.134,-0.002,-0.015,1.015
1625071232236,2021-06-30T18:40:32.236,3.135,-0.003,-0.019,1.005
1625071232238,2021-06-30T18:40:32.238,3.137,-0.002,-0.017,1.012
1625071232239,2021-06-30T18:40:32.239,3.138,-0.003,-0.021,1.005
1625071232241,2021-06-30T18:40:32.241,3.140,0.000,-0.021,1.007
1625071232242,2021-06-30T18:40:32.242,3.141,0.001,-0.017,1.007
1625071232242,2021-06-30T18:40:32.242,3.141,0.001,-0.014,1.010
1625071232244,2021-06-30T18:40:32.244,3.143,-0.002,-0.016,1.008
1625071232245,2021-06-30T18:40:32.245,3.144,0.000,-0.019,1.009
1625071232247,2021-06-30T18:40:32.247,3.146,-0.002,-0.020,1.008
1625071232248,2021-06-30T18:40:32.248,3.147,-0.003,-0.024,1.002
