epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1625071256501,2021-06-30T18:40:56.501,27.400,-0.115,0.136,-0.805
1625071256503,2021-06-30T18:40:56.503,27.402,-0.117,0.141,-0.799
1625071256504,2021-06-30T18:40:56.504,27.403,-0.113,0.140,-0.801
1625071256506,2021-06-30T18:40:56.506,27.405,-0.112,0.138,-0.826
1625071256507,2021-06-30T18:40:56.507,27.406,-0.118,0.127,-0.855
1625071256509,2021-06-30T18:40:56.509,27.408,-0.125,0.126,-0.908
1625071256510,2021-06-30T18:40:56.510,27.409,-0.104,0.145,-0.906
1625071256512,2021-06-30T18:40:56.512,27.411,-0.081,0.156,-0.876
1625071256512,2021-06-30T18:40:56.512,27.411,-0.121,0.148,-0.899
1625071256513,2021-06-30T18:40:56.513,27.412,-0.201,0.165,-0.917
1625071256515,2021-06-30T18:40:56.515,27.414,-0.173,0.129,-0.899
1625071256516,2021-06-30T18:40:56.516,27.415,-0.216,0.059,-0.872
1625071256518,2021-06-30T18:40:56.518,27.417,-0.499,0.072,-0.798
1625071256519,2021-06-30T18:40:56.519,27.418,-0.488,-0.007,-0.705
1625071256519,2021-06-30T18:40:56.519,27.418,-0.266,-0.025,-0.644
1625071256520,2021-06-30T18:40:56.520,27.419,-0.185,-0.030,-0.667
1625071256522,2021-06-30T18:40:56.522,27.421,-0.205,-0.027,-0.698
1625071256523,2021-06-30T18:40:56.523,27.422,-0.232,-0.023,-0.757
1625071256525,2021-06-30T18:40:56.525,27.424,-0.189,-0.016,-0.809
1625071256526,2021-06-30T18:40:56.526,27.425,-0.140,-0.028,-0.852
1625071256526,2021-06-30T18:40:56.526,27.425,-0.121,-0.070,-0.917
1625071256528,2021-06-30T18:40:56.528,27.427,-0.148,-0.120,-1.004
1625071256529,2021-06-30T18:40:56.529,27.428,-0.223,-0.159,-1.082
1625071256531,2021-06-30T18:40:56.531,27.430,-0.343,-0.200,-1.145
1625071256532,2021-06-30T18:40:56.532,27.431,-0.442,-0.231,-1.220
1625071256534,2021-06-30T18:40:56.534,27.433,-0.309,-0.095,-1.109
1625071256535,2021-06-30T18:40:56.535,27.434,-0.121,0.047,-0.892
1625071256535,2021-06-30T18:40:56.535,27.434,-0.034,0.114,-0.762
1625071256537,2021-06-30T18:40:56.537,27.436,-0.035,0.123,-0.712
1625071256538,2021-06-30T18:40:56.538,27.437,-0.097,0.090,-0.750
1625071256539,2021-06-30T18:40:56.539,27.438,-0.174,0.042,-0.818
1625071256541,2021-06-30T18:40:56.541,27.440,-0.221,-0.007,-0.907
1625071256542,2021-06-30T18:40:56.542,27.441,-0.233,-0.022,-0.971
1625071256542,2021-06-30T18:40:56.542,27.441,-0.226,-0.027,-1.018
1625071256544,2021-06-30T18:40:56.544,27.443,-0.184,0.000,-1.034
1625071256545,2021-06-30T18:40:56.545,27.444,-0.157,0.020,-1.049
1625071256547,2021-06-30T18:40:56.547,27.446,-0.134,0.048,-1.060
1625071256548,2021-06-30T18:40:56.548,27.447,-0.116,0.066,-1.049
1625071256550,2021-06-30T18:40:56.550,27.449,-0.132,0.076,-1.042
1625071256551,2021-06-30T18:40:56.551,27.450,-0.159,0.083,-1.025
1625071256551,2021-06-30T18:40:56.551,27.450,-0.188,0.077,-1.003
1625071256553,2021-06-30T18:40:56.553,27.452,-0.196,0.065,-0.969
1625071256554,2021-06-30T18:40:56.554,27.453,-0.193,0.046,-0.946
1625071256556,2021-06-30T18:40:56.556,27.455,-0.198,0.034,-0.929
1625071256557,2021-06-30T18:40:56.557,27.456,-0.187,0.012,-0.921
1625071256559,2021-06-30T18:40:56.559,27.458,-0.194,-0.010,-0.894
1625071256559,2021-06-30T18:40:56.559,27.458,-0.195,-0.018,-0.871
1625071256560,2021-06-30T18:40:56.560,27.459,-0.195,-0.027,-0.835
1625071256561,2021-06-30T18:40:56.561,27.460,-0.202,-0.026,-0.830
1625071256563,2021-06-30T18:40:56.563,27.462,-0.224,-0.028,-0.842
1625071256564,2021-06-30T18:40:56.564,27.463,-0.229,-0.023,-0.855
1625071256566,2021-06-30T18:40:56.566,27.465,-0.215,-0.014,-0.872
1625071256567,2021-06-30T18:40:56.567,27.466,-0.209,-0.003,-0.871
1625071256567,2021-06-30T18:40:56.567,27.466,-0.186,0.008,-0.870
1625071256569,2021-06-30T18:40:56.569,27.468,-0.170,0.023,-0.866
1625071256570,2021-06-30T18:40:56.570,27.469,-0.171,0.035,-0.874
1625071256572,2021-06-30T18:40:56.572,27.471,-0.159,0.041,-0.872
1625071256573,2021-06-30T18:40:56.573,27.472,-0.166,0.060,-0.868
1625071256575,2021-06-30T18:40:56.575,27.474,-0.178,0.075,-0.850
1625071256575,2021-06-30T18:40:56.575,27.474,-0.175,0.088,-0.849
1625071256576,2021-06-30T18:40:56.576,27.475,-0.180,0.099,-0.851
1625071256578,2021-06-30T18:40:56.578,27.477,-0.179,0.112,-0.858
1625071256579,2021-06-30T18:40:56.579,27.478,-0.166,0.104,-0.880
1625071256580,2021-06-30T18:40:56.580,27.479,-0.149,0.106,-0.905
1625071256582,2021-06-30T18:40:56.582,27.481,-0.135,0.107,-0.916
1625071256583,2021-06-30T18:40:56.583,27.482,-0.128,0.103,-0.911
1625071256583,2021-06-30T18:40:56.583,27.482,-0.120,0.117,-0.905
1625071256585,2021-06-30T18:40:56.585,27.484,-0.125,0.131,-0.920
1625071256586,2021-06-30T18:40:56.586,27.485,-0.121,0.141,-0.932
1625071256588,2021-06-30T18:40:56.588,27.487,-0.093,0.143,-0.958
1625071256589,2021-06-30T18:40:56.589,27.488,-0.053,0.146,-0.978
1625071256591,2021-06-30T18:40:56.591,27.490,-0.023,0.131,-0.973
1625071256592,2021-06-30T18:40:56.592,27.491,0.025,0.125,-0.975
1625071256592,2021-06-30T18:40:56.592,27.491,0.067,0.099,-0.968
1625071256594,2021-06-30T18:40:56.594,27.493,0.122,0.071,-0.973
1625071256595,2021-06-30T18:40:56.595,27.494,0.167,0.050,-0.968
1625071256597,2021-06-30T18:40:56.597,27.496,0.201,0.035,-0.942
1625071256598,2021-06-30T18:40:56.598,27.497,0.219,0.019,-0.938
1625071256600,2021-06-30T18:40:56.600,27.499,0.228,0.006,-0.943
1625071256600,2021-06-30T18:40:56.600,27.499,0.229,0.002,-0.957
1625071256602,2021-06-30T18:40:56.602,27.501,0.233,-0.001,-0.972
1625071256602,2021-06-30T18:40:56.602,27.501,0.218,-0.006,-0.990
1625071256604,2021-06-30T18:40:56.604,27.503,0.200,-0.002,-1.006
1625071256605,2021-06-30T18:40:56.605,27.504,0.184,0.005,-1.022
1625071256607,2021-06-30T18:40:56.607,27.506,0.171,0.008,-1.018
1625071256608,2021-06-30T18:40:56.608,27.507,0.157,0.011,-1.024
1625071256608,2021-06-30T18:40:56.608,27.507,0.159,0.020,-1.025
1625071256610,2021-06-30T18:40:56.610,27.509,0.143,0.027,-1.026
1625071256611,2021-06-30T18:40:56.611,27.510,0.147,0.036,-1.017
1625071256613,2021-06-30T18:40:56.613,27.512,0.149,0.044,-1.007
1625071256614,2021-06-30T18:40:56.614,27.513,0.152,0.047,-0.999
1625071256616,2021-06-30T18:40:56.616,27.515,0.152,0.051,-0.991
1625071256616,2021-06-30T18:40:56.616,27.515,0.167,0.049,-0.978
1625071256617,2021-06-30T18:40:56.617,27.516,0.174,0.052,-0.974
1625071256619,2021-06-30T18:40:56.619,27.518,0.182,0.057,-0.967
1625071256620,2021-06-30T18:40:56.620,27.519,0.183,0.049,-0.958
1625071256622,2021-06-30T18:40:56.622,27.521,0.195,0.046,-0.950
1625071256623,2021-06-30T18:40:56.623,27.522,0.193,0.048,-0.939
1625071256624,2021-06-30T18:40:56.624,27.523,0.211,0.040,-0.937
1625071256624,2021-06-30T18:40:56.624,27.523,0.221,0.036,-0.928
1625071256626,2021-06-30T18:40:56.626,27.525,0.226,0.028,-0.931
1625071256627,2021-06-30T18:40:56.627,27.526,0.236,0.024,-0.935
1625071256629,2021-06-30T18:40:56.629,27.528,0.237,0.025,-0.936
1625071256630,2021-06-30T18:40:56.630,27.529,0.243,0.020,-0.931
1625071256632,2021-06-30T18:40:56.632,27.531,0.259,0.018,-0.941
1625071256632,2021-06-30T18:40:56.632,27.531,0.268,0.013,-0.939
1625071256633,2021-06-30T18:40:56.633,27.532,0.278,0.008,-0.934
1625071256635,2021-06-30T18:40:56.635,27.534,0.283,0.006,-0.944
1625071256636,2021-06-30T18:40:56.636,27.535,0.286,0.002,-0.952
1625071256638,2021-06-30T18:40:56.638,27.537,0.287,0.003,-0.953
1625071256639,2021-06-30T18:40:56.639,27.538,0.276,-0.007,-0.968
1625071256641,2021-06-30T18:40:56.641,27.540,0.274,-0.005,-0.972
1625071256641,2021-06-30T18:40:56.641,27.540,0.272,-0.013,-0.971
1625071256642,2021-06-30T18:40:56.642,27.541,0.264,-0.011,-0.979
1625071256643,2021-06-30T18:40:56.643,27.542,0.268,-0.011,-0.969
1625071256645,2021-06-30T18:40:56.645,27.544,0.271,-0.017,-0.974
1625071256646,2021-06-30T18:40:56.646,27.545,0.270,-0.018,-0.979
1625071256648,2021-06-30T18:40:56.648,27.547,0.261,-0.021,-0.981
1625071256648,2021-06-30T18:40:56.648,27.547,0.262,-0.023,-0.984
1625071256649,2021-06-30T18:40:56.649,27.548,0.259,-0.027,-0.991
1625071256651,2021-06-30T18:40:56.651,27.550,0.259,-0.032,-0.986
1625071256652,2021-06-30T18:40:56.652,27.551,0.255,-0.033,-0.975
1625071256654,2021-06-30T18:40:56.654,27.553,0.253,-0.029,-0.980
1625071256655,2021-06-30T18:40:56.655,27.554,0.252,-0.038,-0.976
1625071256657,2021-06-30T18:40:56.657,27.556,0.253,-0.045,-0.981
