epoch (ms),time (01:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1625071244878,2021-06-30T18:40:44.878,15.832,-393.963,922.622,331.768
1625071244879,2021-06-30T18:40:44.879,15.833,-401.402,920.366,331.159
1625071244881,2021-06-30T18:40:44.881,15.835,-408.537,918.171,330.732
1625071244882,2021-06-30T18:40:44.882,15.836,-415.976,915.793,330.488
1625071244884,2021-06-30T18:40:44.884,15.838,-423.171,913.232,329.939
1625071244885,2021-06-30T18:40:44.885,15.839,-430.671,910.732,329.512
1625071244885,2021-06-30T18:40:44.885,15.839,-437.927,907.988,328.963
1625071244887,2021-06-30T18:40:44.887,15.841,-445.183,905.610,328.537
1625071244888,2021-06-30T18:40:44.888,15.842,-452.378,902.866,328.110
1625071244890,2021-06-30T18:40:44.890,15.844,-459.634,900.061,327.683
1625071244891,2021-06-30T18:40:44.891,15.845,-467.073,897.378,327.439
1625071244893,2021-06-30T18:40:44.893,15.847,-474.512,894.207,326.768
1625071244893,2021-06-30T18:40:44.893,15.847,-482.317,891.159,326.220
1625071244894,2021-06-30T18:40:44.894,15.848,-490.305,888.049,325.732
1625071244895,2021-06-30T18:40:44.895,15.849,-498.171,884.268,325.183
1625071244897,2021-06-30T18:40:44.897,15.851,-505.915,880.793,324.634
1625071244898,2021-06-30T18:40:44.898,15.852,-514.146,877.561,323.963
1625071244900,2021-06-30T18:40:44.900,15.854,-521.951,874.024,323.354
1625071244901,2021-06-30T18:40:44.901,15.855,-529.878,870.488,322.805
1625071244901,2021-06-30T18:40:44.901,15.855,-537.988,867.317,322.134
1625071244903,2021-06-30T18:40:44.903,15.857,-546.220,864.085,321.524
1625071244904,2021-06-30T18:40:44.904,15.858,-554.512,860.915,320.732
1625071244906,2021-06-30T18:40:44.906,15.860,-562.683,857.500,320.305
1625071244907,2021-06-30T18:40:44.907,15.861,-571.281,854.024,319.756
1625071244909,2021-06-30T18:40:44.909,15.863,-579.512,850.549,319.085
1625071244909,2021-06-30T18:40:44.909,15.863,-588.049,846.402,318.293
1625071244910,2021-06-30T18:40:44.910,15.864,-596.951,842.317,317.683
1625071244912,2021-06-30T18:40:44.912,15.866,-606.220,838.232,317.378
1625071244914,2021-06-30T18:40:44.914,15.868,-615.732,833.841,316.768
1625071244914,2021-06-30T18:40:44.914,15.868,-625.122,829.268,316.098
1625071244916,2021-06-30T18:40:44.916,15.870,-635.000,823.841,315.610
1625071244917,2021-06-30T18:40:44.917,15.871,-643.049,811.402,318.049
1625071244917,2021-06-30T18:40:44.917,15.871,-637.622,42.256,637.500
1625071244919,2021-06-30T18:40:44.919,15.873,-1119.268,-1997.988,1887.317
1625071244920,2021-06-30T18:40:44.920,15.874,-1936.220,-1997.988,1997.988
1625071244922,2021-06-30T18:40:44.922,15.876,-1713.049,-1954.878,1980.610
1625071244923,2021-06-30T18:40:44.923,15.877,-1923.964,-1291.829,1986.342
1625071244925,2021-06-30T18:40:44.925,15.879,-1324.085,-903.415,1150.427
1625071244926,2021-06-30T18:40:44.926,15.880,-1041.524,-1956.890,-822.683
1625071244926,2021-06-30T18:40:44.926,15.880,-1053.049,-1997.988,-1335.976
1625071244928,2021-06-30T18:40:44.928,15.882,-229.817,-1981.402,-1118.171
1625071244929,2021-06-30T18:40:44.929,15.883,55.183,-1991.890,-731.341
1625071244931,2021-06-30T18:40:44.931,15.885,-25.183,-1875.488,-393.841
1625071244932,2021-06-30T18:40:44.932,15.886,-221.098,-1585.366,-136.341
1625071244934,2021-06-30T18:40:44.934,15.888,-359.268,-1164.390,81.524
1625071244934,2021-06-30T18:40:44.934,15.888,-449.390,-672.988,147.561
1625071244935,2021-06-30T18:40:44.935,15.889,-464.207,-354.207,167.927
1625071244936,2021-06-30T18:40:44.936,15.890,-389.878,-215.366,260.793
1625071244938,2021-06-30T18:40:44.938,15.892,-349.390,-178.902,368.415
1625071244939,2021-06-30T18:40:44.939,15.893,-414.512,-216.707,411.890
1625071244941,2021-06-30T18:40:44.941,15.895,-556.402,-341.341,390.732
1625071244942,2021-06-30T18:40:44.942,15.896,-686.037,-526.829,316.707
1625071244942,2021-06-30T18:40:44.942,15.896,-737.378,-602.012,148.598
1625071244944,2021-06-30T18:40:44.944,15.898,-753.537,-509.146,-38.354
1625071244945,2021-06-30T18:40:44.945,15.899,-762.622,-366.463,-178.902
1625071244947,2021-06-30T18:40:44.947,15.901,-738.598,-259.024,-259.146
1625071244948,2021-06-30T18:40:44.948,15.902,-660.061,-236.829,-267.378
1625071244950,2021-06-30T18:40:44.950,15.904,-546.585,-281.098,-219.695
1625071244950,2021-06-30T18:40:44.950,15.904,-427.378,-358.780,-153.598
1625071244951,2021-06-30T18:40:44.951,15.905,-323.476,-430.610,-85.488
1625071244953,2021-06-30T18:40:44.953,15.907,-251.768,-453.841,-16.037
1625071244954,2021-06-30T18:40:44.954,15.908,-207.744,-437.195,42.988
1625071244955,2021-06-30T18:40:44.955,15.909,-175.671,-408.780,82.134
1625071244957,2021-06-30T18:40:44.957,15.911,-140.183,-381.098,102.134
1625071244958,2021-06-30T18:40:44.958,15.912,-114.573,-353.415,112.866
1625071244958,2021-06-30T18:40:44.958,15.912,-127.256,-311.159,125.244
1625071244960,2021-06-30T18:40:44.960,15.914,-175.000,-246.159,134.756
1625071244961,2021-06-30T18:40:44.961,15.915,-237.378,-168.049,136.159
1625071244963,2021-06-30T18:40:44.963,15.917,-280.122,-100.244,129.085
1625071244964,2021-06-30T18:40:44.964,15.918,-280.000,-56.098,119.756
1625071244966,2021-06-30T18:40:44.966,15.920,-261.768,-27.317,125.671
1625071244966,2021-06-30T18:40:44.966,15.920,-233.659,-18.963,138.902
1625071244967,2021-06-30T18:40:44.967,15.921,-202.134,-36.707,143.537
1625071244969,2021-06-30T18:40:44.969,15.923,-183.232,-75.244,133.232
1625071244970,2021-06-30T18:40:44.970,15.924,-180.305,-119.756,112.683
1625071244972,2021-06-30T18:40:44.972,15.926,-189.268,-155.427,91.829
1625071244973,2021-06-30T18:40:44.973,15.927,-207.439,-177.195,77.134
1625071244975,2021-06-30T18:40:44.975,15.929,-227.805,-185.061,69.878
1625071244975,2021-06-30T18:40:44.975,15.929,-247.073,-185.366,68.110
1625071244976,2021-06-30T18:40:44.976,15.930,-263.537,-184.024,67.988
1625071244977,2021-06-30T18:40:44.977,15.931,-274.390,-183.293,64.573
1625071244979,2021-06-30T18:40:44.979,15.933,-284.268,-184.573,59.390
1625071244980,2021-06-30T18:40:44.980,15.934,-297.561,-184.939,54.329
1625071244982,2021-06-30T18:40:44.982,15.936,-314.512,-184.207,48.293
1625071244982,2021-06-30T18:40:44.982,15.936,-329.756,-180.976,40.183
1625071244983,2021-06-30T18:40:44.983,15.937,-337.073,-172.744,29.939
1625071244985,2021-06-30T18:40:44.985,15.939,-340.671,-159.573,23.049
1625071244986,2021-06-30T18:40:44.986,15.940,-344.573,-141.524,20.244
1625071244988,2021-06-30T18:40:44.988,15.942,-349.329,-124.695,20.366
1625071244989,2021-06-30T18:40:44.989,15.943,-353.598,-109.512,23.171
1625071244991,2021-06-30T18:40:44.991,15.945,-356.159,-94.939,26.646
1625071244991,2021-06-30T18:40:44.991,15.945,-358.598,-81.280,31.524
1625071244992,2021-06-30T18:40:44.992,15.946,-361.524,-71.037,37.012
1625071244994,2021-06-30T18:40:44.994,15.948,-363.720,-62.988,43.780
1625071244995,2021-06-30T18:40:44.995,15.949,-365.610,-53.415,51.829
1625071244997,2021-06-30T18:40:44.997,15.951,-368.171,-41.646,60.488
1625071244998,2021-06-30T18:40:44.998,15.952,-369.390,-27.927,68.049
1625071244999,2021-06-30T18:40:44.999,15.953,-368.902,-12.500,74.024
1625071244999,2021-06-30T18:40:44.999,15.953,-368.476,4.329,79.939
1625071245001,2021-06-30T18:40:45.001,15.955,-367.439,21.951,86.098
1625071245002,2021-06-30T18:40:45.002,15.956,-365.183,38.354,92.622
1625071245004,2021-06-30T18:40:45.004,15.958,-364.329,52.378,99.695
1625071245005,2021-06-30T18:40:45.005,15.959,-364.878,62.988,106.707
1625071245007,2021-06-30T18:40:45.007,15.961,-366.463,69.878,114.024
1625071245007,2021-06-30T18:40:45.007,15.961,-367.500,71.890,121.829
1625071245008,2021-06-30T18:40:45.008,15.962,-368.232,68.780,129.268
1625071245010,2021-06-30T18:40:45.010,15.964,-368.110,61.646,136.402
1625071245011,2021-06-30T18:40:45.011,15.965,-367.744,52.622,144.146
1625071245013,2021-06-30T18:40:45.013,15.967,-367.256,43.293,151.585
1625071245014,2021-06-30T18:40:45.014,15.968,-365.915,33.720,158.720
1625071245016,2021-06-30T18:40:45.016,15.970,-364.329,24.390,164.695
1625071245016,2021-06-30T18:40:45.016,15.970,-363.354,15.244,169.939
1625071245017,2021-06-30T18:40:45.017,15.971,-363.780,6.098,173.780
1625071245018,2021-06-30T18:40:45.018,15.972,-364.939,-3.476,176.890
1625071245020,2021-06-30T18:40:45.020,15.974,-366.402,-12.988,179.146
1625071245021,2021-06-30T18:40:45.021,15.975,-367.134,-22.195,181.098
1625071245023,2021-06-30T18:40:45.023,15.977,-366.524,-31.220,182.744
1625071245023,2021-06-30T18:40:45.023,15.977,-365.183,-40.427,184.207
1625071245024,2021-06-30T18:40:45.024,15.978,-362.195,-47.561,185.976
1625071245026,2021-06-30T18:40:45.026,15.980,-358.598,-52.744,188.537
1625071245027,2021-06-30T18:40:45.027,15.981,-354.878,-56.646,191.402
1625071245029,2021-06-30T18:40:45.029,15.983,-351.341,-60.244,194.085
1625071245030,2021-06-30T18:40:45.030,15.984,-349.085,-63.049,196.951
1625071245032,2021-06-30T18:40:45.032,15.986,-347.256,-65.122,200.366
1625071245032,2021-06-30T18:40:45.032,15.986,-345.122,-67.561,203.537
1625071245033,2021-06-30T18:40:45.033,15.987,-342.073,-69.634,207.805
1625071245035,2021-06-30T18:40:45.035,15.989,-338.476,-70.427,212.988
1625071245036,2021-06-30T18:40:45.036,15.990,-333.841,-69.512,217.988
1625071245038,2021-06-30T18:40:45.038,15.992,-328.293,-67.317,222.927
1625071245039,2021-06-30T18:40:45.039,15.993,-322.256,-64.695,227.378
1625071245039,2021-06-30T18:40:45.039,15.993,-316.402,-61.890,231.890
1625071245040,2021-06-30T18:40:45.040,15.994,-311.098,-59.878,236.890
1625071245042,2021-06-30T18:40:45.042,15.996,-306.402,-57.805,242.012
1625071245043,2021-06-30T18:40:45.043,15.997,-302.134,-55.610,247.683
1625071245045,2021-06-30T18:40:45.045,15.999,-298.659,-53.598,252.866
1625071245046,2021-06-30T18:40:45.046,16.000,-295.305,-50.488,257.866
1625071245048,2021-06-30T18:40:45.048,16.002,-292.256,-47.256,262.683
1625071245048,2021-06-30T18:40:45.048,16.002,-288.720,-43.902,267.012
1625071245049,2021-06-30T18:40:45.049,16.003,-284.390,-40.427,271.341
1625071245051,2021-06-30T18:40:45.051,16.005,-279.756,-36.585,275.671
1625071245052,2021-06-30T18:40:45.052,16.006,-274.512,-32.439,280.305
1625071245054,2021-06-30T18:40:45.054,16.008,-268.598,-27.683,284.817
1625071245055,2021-06-30T18:40:45.055,16.009,-262.134,-22.317,289.451
1625071245055,2021-06-30T18:40:45.055,16.009,-255.671,-16.585,294.207
1625071245057,2021-06-30T18:40:45.057,16.011,-249.268,-11.341,298.659
1625071245058,2021-06-30T18:40:45.058,16.012,-242.866,-5.793,302.561
1625071245059,2021-06-30T18:40:45.059,16.013,-236.707,-1.098,306.220
1625071245061,2021-06-30T18:40:45.061,16.015,-230.976,3.415,309.634
1625071245062,2021-06-30T18:40:45.062,16.016,-225.854,8.110,312.805
1625071245064,2021-06-30T18:40:45.064,16.018,-220.610,12.195,315.549
1625071245064,2021-06-30T18:40:45.064,16.018,-215.305,15.610,318.232
1625071245065,2021-06-30T18:40:45.065,16.019,-209.695,18.110,320.549
1625071245067,2021-06-30T18:40:45.067,16.021,-203.963,20.305,323.110
1625071245068,2021-06-30T18:40:45.068,16.022,-197.561,23.049,325.732
1625071245070,2021-06-30T18:40:45.070,16.024,-191.341,25.976,328.232
1625071245071,2021-06-30T18:40:45.071,16.025,-185.061,29.512,331.037
1625071245073,2021-06-30T18:40:45.073,16.027,-178.476,34.085,333.415
1625071245073,2021-06-30T18:40:45.073,16.027,-171.890,39.207,335.732
1625071245074,2021-06-30T18:40:45.074,16.028,-165.122,45.976,338.049
1625071245076,2021-06-30T18:40:45.076,16.030,-158.049,53.963,340.305
1625071245077,2021-06-30T18:40:45.077,16.031,-150.793,62.256,342.134
1625071245079,2021-06-30T18:40:45.079,16.033,-143.659,71.585,343.963
1625071245080,2021-06-30T18:40:45.080,16.034,-136.890,81.524,345.732
1625071245081,2021-06-30T18:40:45.081,16.035,-130.244,91.220,347.256
1625071245081,2021-06-30T18:40:45.081,16.035,-123.963,100.366,347.805
1625071245083,2021-06-30T18:40:45.083,16.037,-118.841,108.171,347.805
1625071245084,2021-06-30T18:40:45.084,16.038,-114.024,115.305,347.683
1625071245086,2021-06-30T18:40:45.086,16.040,-110.366,121.220,346.951
1625071245087,2021-06-30T18:40:45.087,16.041,-107.439,126.098,345.610
1625071245089,2021-06-30T18:40:45.089,16.043,-105.183,130.183,343.780
1625071245089,2021-06-30T18:40:45.089,16.043,-104.024,133.171,341.463
1625071245090,2021-06-30T18:40:45.090,16.044,-103.841,135.488,338.902
1625071245093,2021-06-30T18:40:45.093,16.047,-104.695,137.134,336.463
1625071245093,2021-06-30T18:40:45.093,16.047,-106.280,137.927,333.780
1625071245095,2021-06-30T18:40:45.095,16.049,-108.841,138.476,331.463
1625071245096,2021-06-30T18:40:45.096,16.050,-111.707,138.598,329.085
1625071245096,2021-06-30T18:40:45.096,16.050,-114.939,139.329,326.829
1625071245098,2021-06-30T18:40:45.098,16.052,-118.780,140.366,325.000
1625071245099,2021-06-30T18:40:45.099,16.053,-122.744,141.707,323.415
1625071245101,2021-06-30T18:40:45.101,16.055,-126.829,143.537,321.951
1625071245102,2021-06-30T18:40:45.102,16.056,-131.098,145.671,320.488
1625071245103,2021-06-30T18:40:45.103,16.057,-135.549,147.927,319.634
1625071245105,2021-06-30T18:40:45.105,16.059,-139.939,150.549,318.841
1625071245105,2021-06-30T18:40:45.105,16.059,-144.329,153.598,317.866
1625071245106,2021-06-30T18:40:45.106,16.060,-149.146,156.524,316.890
1625071245108,2021-06-30T18:40:45.108,16.062,-153.720,160.061,315.671
1625071245109,2021-06-30T18:40:45.109,16.063,-159.024,162.439,314.146
1625071245111,2021-06-30T18:40:45.111,16.065,-164.817,163.720,312.744
1625071245112,2021-06-30T18:40:45.112,16.066,-170.976,164.817,310.671
1625071245112,2021-06-30T18:40:45.112,16.066,-177.500,165.610,308.659
1625071245114,2021-06-30T18:40:45.114,16.068,-184.329,165.549,306.159
1625071245115,2021-06-30T18:40:45.115,16.069,-191.768,164.573,303.537
1625071245117,2021-06-30T18:40:45.117,16.071,-199.451,163.232,300.976
1625071245118,2021-06-30T18:40:45.118,16.072,-207.256,161.646,298.537
1625071245120,2021-06-30T18:40:45.120,16.074,-215.671,159.573,296.341
1625071245121,2021-06-30T18:40:45.121,16.075,-223.963,157.439,293.780
1625071245121,2021-06-30T18:40:45.121,16.075,-231.524,155.244,291.524
1625071245122,2021-06-30T18:40:45.122,16.076,-237.988,153.415,289.390
1625071245124,2021-06-30T18:40:45.124,16.078,-244.268,151.280,287.317
1625071245125,2021-06-30T18:40:45.125,16.079,-249.756,149.268,285.732
1625071245127,2021-06-30T18:40:45.127,16.081,-255.122,148.049,284.451
1625071245128,2021-06-30T18:40:45.128,16.082,-260.122,147.073,283.720
1625071245128,2021-06-30T18:40:45.128,16.082,-263.963,146.585,283.354
1625071245130,2021-06-30T18:40:45.130,16.084,-267.012,146.402,283.476
1625071245131,2021-06-30T18:40:45.131,16.085,-268.720,146.768,284.024
1625071245133,2021-06-30T18:40:45.133,16.087,-269.024,147.256,284.695
1625071245134,2021-06-30T18:40:45.134,16.088,-268.720,147.927,285.549
1625071245136,2021-06-30T18:40:45.136,16.090,-268.049,149.024,287.195
1625071245137,2021-06-30T18:40:45.137,16.091,-266.951,150.061,288.720
1625071245137,2021-06-30T18:40:45.137,16.091,-265.610,150.793,290.244
1625071245139,2021-06-30T18:40:45.139,16.093,-264.146,152.195,291.524
1625071245140,2021-06-30T18:40:45.140,16.094,-261.524,153.659,293.415
1625071245142,2021-06-30T18:40:45.142,16.096,-258.659,154.756,295.122
1625071245143,2021-06-30T18:40:45.143,16.097,-255.732,156.098,296.768
1625071245144,2021-06-30T18:40:45.144,16.098,-252.012,157.378,298.415
1625071245146,2021-06-30T18:40:45.146,16.100,-247.195,157.805,300.061
1625071245146,2021-06-30T18:40:45.146,16.100,-241.646,157.195,301.646
1625071245147,2021-06-30T18:40:45.147,16.101,-236.037,157.073,303.232
1625071245149,2021-06-30T18:40:45.149,16.103,-231.402,156.890,305.305
1625071245150,2021-06-30T18:40:45.150,16.104,-227.561,157.012,307.622
1625071245152,2021-06-30T18:40:45.152,16.106,-222.561,158.232,310.061
1625071245153,2021-06-30T18:40:45.153,16.107,-216.707,158.598,311.341
1625071245153,2021-06-30T18:40:45.153,16.107,-211.280,157.256,310.732
1625071245155,2021-06-30T18:40:45.155,16.109,-206.646,155.427,309.207
1625071245156,2021-06-30T18:40:45.156,16.110,-202.866,153.720,308.110
1625071245158,2021-06-30T18:40:45.158,16.112,-198.841,152.195,307.439
1625071245159,2021-06-30T18:40:45.159,16.113,-195.061,150.366,306.646
1625071245161,2021-06-30T18:40:45.161,16.115,-191.402,148.171,305.915
1625071245162,2021-06-30T18:40:45.162,16.116,-187.805,145.305,304.756
1625071245162,2021-06-30T18:40:45.162,16.116,-184.390,142.622,302.988
1625071245163,2021-06-30T18:40:45.163,16.117,-180.732,140.366,301.220
1625071245165,2021-06-30T18:40:45.165,16.119,-176.890,138.293,299.329
1625071245166,2021-06-30T18:40:45.166,16.120,-172.927,135.854,296.951
1625071245168,2021-06-30T18:40:45.168,16.122,-169.207,133.415,294.451
1625071245169,2021-06-30T18:40:45.169,16.123,-165.854,130.671,292.012
1625071245171,2021-06-30T18:40:45.171,16.125,-162.500,127.561,289.146
1625071245171,2021-06-30T18:40:45.171,16.125,-159.817,124.146,286.280
1625071245172,2021-06-30T18:40:45.172,16.126,-157.256,120.427,283.780
1625071245174,2021-06-30T18:40:45.174,16.128,-154.817,117.256,281.890
1625071245175,2021-06-30T18:40:45.175,16.129,-152.439,114.024,279.634
1625071245177,2021-06-30T18:40:45.177,16.131,-150.244,110.427,277.683
1625071245178,2021-06-30T18:40:45.178,16.132,-148.537,106.829,275.976
1625071245178,2021-06-30T18:40:45.178,16.132,-147.195,103.720,274.329
1625071245180,2021-06-30T18:40:45.180,16.134,-146.037,101.220,272.744
1625071245181,2021-06-30T18:40:45.181,16.135,-144.634,99.573,271.463
1625071245183,2021-06-30T18:40:45.183,16.137,-144.085,99.024,269.939
1625071245184,2021-06-30T18:40:45.184,16.138,-143.354,99.024,268.841
1625071245185,2021-06-30T18:40:45.185,16.139,-143.110,99.634,267.195
1625071245185,2021-06-30T18:40:45.185,16.139,-142.988,101.341,265.244
1625071245187,2021-06-30T18:40:45.187,16.141,-142.805,103.354,263.598
1625071245188,2021-06-30T18:40:45.188,16.142,-143.354,105.671,261.585
1625071245190,2021-06-30T18:40:45.190,16.144,-143.293,107.988,258.841
1625071245191,2021-06-30T18:40:45.191,16.145,-143.537,110.915,256.159
1625071245193,2021-06-30T18:40:45.193,16.147,-144.085,113.841,253.171
1625071245194,2021-06-30T18:40:45.194,16.148,-145.122,116.463,250.000
1625071245194,2021-06-30T18:40:45.194,16.148,-146.280,119.024,246.220
1625071245196,2021-06-30T18:40:45.196,16.150,-147.134,121.951,242.439
1625071245197,2021-06-30T18:40:45.197,16.151,-147.988,124.878,238.902
1625071245199,2021-06-30T18:40:45.199,16.153,-148.841,127.805,235.549
1625071245200,2021-06-30T18:40:45.200,16.154,-149.451,130.732,232.744
1625071245202,2021-06-30T18:40:45.202,16.156,-149.634,133.232,229.512
1625071245203,2021-06-30T18:40:45.203,16.157,-150.244,135.854,226.951
1625071245203,2021-06-30T18:40:45.203,16.157,-151.707,138.171,224.146
1625071245205,2021-06-30T18:40:45.205,16.159,-152.195,140.610,222.012
1625071245206,2021-06-30T18:40:45.206,16.160,-152.256,142.805,220.427
1625071245207,2021-06-30T18:40:45.207,16.161,-152.744,145.122,218.841
1625071245209,2021-06-30T18:40:45.209,16.163,-153.476,146.951,218.537
1625071245210,2021-06-30T18:40:45.210,16.164,-152.622,146.768,220.793
1625071245210,2021-06-30T18:40:45.210,16.164,-155.366,148.598,219.268
1625071245212,2021-06-30T18:40:45.212,16.166,-159.329,152.500,215.000
1625071245213,2021-06-30T18:40:45.213,16.167,-160.488,156.280,210.732
1625071245215,2021-06-30T18:40:45.215,16.169,-160.671,159.878,206.646
1625071245216,2021-06-30T18:40:45.216,16.170,-161.220,163.293,203.841
1625071245218,2021-06-30T18:40:45.218,16.172,-162.256,166.585,200.976
1625071245219,2021-06-30T18:40:45.219,16.173,-163.171,170.366,197.988
1625071245219,2021-06-30T18:40:45.219,16.173,-164.085,174.695,194.573
1625071245221,2021-06-30T18:40:45.221,16.175,-164.268,178.720,190.915
1625071245222,2021-06-30T18:40:45.222,16.176,-163.720,182.683,187.500
1625071245224,2021-06-30T18:40:45.224,16.178,-163.780,186.037,184.390
1625071245225,2021-06-30T18:40:45.225,16.179,-163.537,189.329,181.402
1625071245226,2021-06-30T18:40:45.226,16.180,-163.049,192.622,178.049
1625071245226,2021-06-30T18:40:45.226,16.180,-162.012,195.793,175.305
1625071245228,2021-06-30T18:40:45.228,16.182,-160.305,198.232,172.073
1625071245229,2021-06-30T18:40:45.229,16.183,-157.256,199.390,168.659
1625071245231,2021-06-30T18:40:45.231,16.185,-154.512,200.427,165.976
1625071245232,2021-06-30T18:40:45.232,16.186,-152.256,201.524,163.659
1625071245234,2021-06-30T18:40:45.234,16.188,-150.122,202.256,160.732
1625071245235,2021-06-30T18:40:45.235,16.189,-147.988,202.500,157.195
1625071245235,2021-06-30T18:40:45.235,16.189,-145.305,201.768,153.537
1625071245237,2021-06-30T18:40:45.237,16.191,-142.012,199.695,148.720
1625071245238,2021-06-30T18:40:45.238,16.192,-137.561,196.159,141.463
1625071245240,2021-06-30T18:40:45.240,16.194,-133.415,191.280,134.878
1625071245241,2021-06-30T18:40:45.241,16.195,-132.988,185.671,136.037
1625071245243,2021-06-30T18:40:45.243,16.197,-135.183,180.244,136.768
1625071245243,2021-06-30T18:40:45.243,16.197,-136.098,175.854,133.293
1625071245244,2021-06-30T18:40:45.244,16.198,-134.512,171.159,128.780
1625071245246,2021-06-30T18:40:45.246,16.200,-131.098,165.305,124.329
1625071245247,2021-06-30T18:40:45.247,16.201,-127.256,158.537,120.732
1625071245248,2021-06-30T18:40:45.248,16.202,-124.085,150.183,117.622
1625071245250,2021-06-30T18:40:45.250,16.204,-121.341,140.488,114.512
1625071245251,2021-06-30T18:40:45.251,16.205,-117.866,129.817,111.098
1625071245251,2021-06-30T18:40:45.251,16.205,-113.537,119.878,107.805
1625071245253,2021-06-30T18:40:45.253,16.207,-109.573,111.585,105.305
1625071245254,2021-06-30T18:40:45.254,16.208,-104.695,104.451,102.622
1625071245256,2021-06-30T18:40:45.256,16.210,-99.146,97.805,99.878
1625071245257,2021-06-30T18:40:45.257,16.211,-93.476,91.159,97.317
1625071245259,2021-06-30T18:40:45.259,16.213,-88.354,83.598,94.756
1625071245260,2021-06-30T18:40:45.260,16.214,-83.049,75.000,92.195
1625071245260,2021-06-30T18:40:45.260,16.214,-77.439,66.585,89.390
1625071245262,2021-06-30T18:40:45.262,16.216,-72.256,57.988,86.585
1625071245263,2021-06-30T18:40:45.263,16.217,-67.134,48.963,83.659
1625071245265,2021-06-30T18:40:45.265,16.219,-61.707,40.305,80.671
1625071245266,2021-06-30T18:40:45.266,16.220,-56.098,31.768,78.171
1625071245268,2021-06-30T18:40:45.268,16.222,-50.671,24.390,75.427
1625071245268,2021-06-30T18:40:45.268,16.222,-44.878,17.561,72.683
1625071245269,2021-06-30T18:40:45.269,16.223,-39.268,11.707,70.000
1625071245270,2021-06-30T18:40:45.270,16.224,-33.354,6.951,67.378
1625071245272,2021-06-30T18:40:45.272,16.226,-27.378,3.049,64.573
1625071245273,2021-06-30T18:40:45.273,16.227,-21.829,-0.183,62.012
1625071245275,2021-06-30T18:40:45.275,16.229,-15.915,-2.439,59.878
1625071245276,2021-06-30T18:40:45.276,16.230,-10.549,-4.085,57.683
1625071245276,2021-06-30T18:40:45.276,16.230,-5.305,-5.000,55.427
1625071245278,2021-06-30T18:40:45.278,16.232,-0.305,-5.488,53.110
1625071245279,2021-06-30T18:40:45.279,16.233,4.268,-5.244,51.037
1625071245281,2021-06-30T18:40:45.281,16.235,9.207,-4.390,48.963
1625071245282,2021-06-30T18:40:45.282,16.236,13.659,-2.683,46.890
1625071245284,2021-06-30T18:40:45.284,16.238,17.622,-0.671,45.244
1625071245284,2021-06-30T18:40:45.284,16.238,21.341,1.585,44.329
1625071245285,2021-06-30T18:40:45.285,16.239,24.573,4.024,43.963
1625071245287,2021-06-30T18:40:45.287,16.241,27.744,6.463,44.146
1625071245288,2021-06-30T18:40:45.288,16.242,31.341,8.780,44.146
1625071245289,2021-06-30T18:40:45.289,16.243,35.122,11.524,43.476
1625071245291,2021-06-30T18:40:45.291,16.245,37.805,14.634,43.293
1625071245292,2021-06-30T18:40:45.292,16.246,40.000,17.805,43.476
1625071245292,2021-06-30T18:40:45.292,16.246,41.768,21.037,43.598
1625071245294,2021-06-30T18:40:45.294,16.248,42.988,24.695,43.780
1625071245295,2021-06-30T18:40:45.295,16.249,44.085,28.659,43.963
1625071245297,2021-06-30T18:40:45.297,16.251,45.244,33.110,44.085
1625071245298,2021-06-30T18:40:45.298,16.252,45.854,37.622,44.085
1625071245300,2021-06-30T18:40:45.300,16.254,46.890,41.829,44.390
1625071245300,2021-06-30T18:40:45.300,16.254,47.561,45.610,44.695
1625071245301,2021-06-30T18:40:45.301,16.255,47.439,49.146,45.061
1625071245303,2021-06-30T18:40:45.303,16.257,46.951,53.232,45.122
1625071245304,2021-06-30T18:40:45.304,16.258,46.707,58.171,44.512
1625071245306,2021-06-30T18:40:45.306,16.260,46.280,63.720,44.939
1625071245307,2021-06-30T18:40:45.307,16.261,44.024,69.268,47.683
1625071245309,2021-06-30T18:40:45.309,16.263,39.451,74.756,53.293
1625071245309,2021-06-30T18:40:45.309,16.263,36.768,84.390,56.159
1625071245310,2021-06-30T18:40:45.310,16.264,37.256,96.341,56.585
1625071245311,2021-06-30T18:40:45.311,16.265,38.963,106.585,56.829
1625071245313,2021-06-30T18:40:45.313,16.267,41.220,112.622,55.671
1625071245314,2021-06-30T18:40:45.314,16.268,43.293,116.037,53.780
1625071245316,2021-06-30T18:40:45.316,16.270,43.232,117.256,52.500
1625071245316,2021-06-30T18:40:45.316,16.270,41.646,118.659,52.561
1625071245317,2021-06-30T18:40:45.317,16.271,38.963,120.061,53.293
1625071245319,2021-06-30T18:40:45.319,16.273,35.122,121.768,55.122
1625071245320,2021-06-30T18:40:45.320,16.274,30.488,123.415,56.646
1625071245322,2021-06-30T18:40:45.322,16.276,26.341,124.512,57.439
1625071245323,2021-06-30T18:40:45.323,16.277,22.561,125.244,57.317
1625071245325,2021-06-30T18:40:45.325,16.279,19.451,125.366,57.439
1625071245325,2021-06-30T18:40:45.325,16.279,16.585,124.878,57.866
1625071245326,2021-06-30T18:40:45.326,16.280,13.963,124.451,58.171
1625071245328,2021-06-30T18:40:45.328,16.282,11.524,123.902,58.171
1625071245329,2021-06-30T18:40:45.329,16.283,9.512,123.780,58.232
