epoch (ms),time (01:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1625071245330,2021-06-30T18:40:45.330,16.284,7.561,124.024,57.805
1625071245332,2021-06-30T18:40:45.332,16.286,5.488,124.390,57.317
1625071245333,2021-06-30T18:40:45.333,16.287,2.378,124.451,57.378
1625071245333,2021-06-30T18:40:45.333,16.287,-1.037,124.878,57.439
1625071245335,2021-06-30T18:40:45.335,16.289,-4.024,125.488,57.439
1625071245336,2021-06-30T18:40:45.336,16.290,-6.768,125.854,57.500
1625071245338,2021-06-30T18:40:45.338,16.292,-9.207,126.098,57.927
1625071245339,2021-06-30T18:40:45.339,16.293,-11.098,126.280,58.476
1625071245341,2021-06-30T18:40:45.341,16.295,-12.134,127.134,58.902
1625071245341,2021-06-30T18:40:45.341,16.295,-12.073,127.805,58.963
1625071245342,2021-06-30T18:40:45.342,16.296,-12.256,128.049,58.537
1625071245344,2021-06-30T18:40:45.344,16.298,-13.476,127.805,58.171
1625071245345,2021-06-30T18:40:45.345,16.299,-16.220,126.829,57.500
1625071245347,2021-06-30T18:40:45.347,16.301,-19.085,126.037,56.646
1625071245348,2021-06-30T18:40:45.348,16.302,-22.012,124.695,55.671
1625071245350,2021-06-30T18:40:45.350,16.304,-24.573,123.476,55.305
1625071245350,2021-06-30T18:40:45.350,16.304,-26.463,122.561,54.878
1625071245351,2021-06-30T18:40:45.351,16.305,-29.207,120.854,54.024
1625071245352,2021-06-30T18:40:45.352,16.306,-32.866,117.927,52.683
1625071245354,2021-06-30T18:40:45.354,16.308,-36.402,113.293,51.646
1625071245355,2021-06-30T18:40:45.355,16.309,-39.085,107.134,50.305
1625071245357,2021-06-30T18:40:45.357,16.311,-41.402,100.549,48.598
1625071245357,2021-06-30T18:40:45.357,16.311,-43.476,93.598,47.073
1625071245358,2021-06-30T18:40:45.358,16.312,-45.610,86.951,45.732
1625071245360,2021-06-30T18:40:45.360,16.314,-47.195,80.976,44.695
1625071245361,2021-06-30T18:40:45.361,16.315,-48.902,75.610,43.659
1625071245363,2021-06-30T18:40:45.363,16.317,-51.098,70.671,42.988
1625071245364,2021-06-30T18:40:45.364,16.318,-52.988,65.976,41.951
1625071245366,2021-06-30T18:40:45.366,16.320,-55.061,61.220,40.915
1625071245366,2021-06-30T18:40:45.366,16.320,-57.195,55.915,39.817
1625071245367,2021-06-30T18:40:45.367,16.321,-59.207,50.244,38.841
1625071245369,2021-06-30T18:40:45.369,16.323,-60.915,44.451,37.500
1625071245370,2021-06-30T18:40:45.370,16.324,-62.622,38.049,36.159
1625071245372,2021-06-30T18:40:45.372,16.326,-64.268,31.402,34.512
1625071245373,2021-06-30T18:40:45.373,16.327,-66.159,24.573,33.171
1625071245373,2021-06-30T18:40:45.373,16.327,-67.073,17.683,32.012
1625071245374,2021-06-30T18:40:45.374,16.328,-68.110,11.098,30.488
1625071245376,2021-06-30T18:40:45.376,16.330,-69.207,5.000,29.390
1625071245377,2021-06-30T18:40:45.377,16.331,-70.122,-0.305,27.927
1625071245379,2021-06-30T18:40:45.379,16.333,-70.732,-5.488,26.402
1625071245380,2021-06-30T18:40:45.380,16.334,-71.037,-10.732,25.061
1625071245382,2021-06-30T18:40:45.382,16.336,-71.890,-15.915,23.963
1625071245382,2021-06-30T18:40:45.382,16.336,-72.439,-21.220,22.134
1625071245383,2021-06-30T18:40:45.383,16.337,-72.927,-26.524,20.366
1625071245385,2021-06-30T18:40:45.385,16.339,-73.720,-31.707,18.902
1625071245386,2021-06-30T18:40:45.386,16.340,-74.268,-37.073,17.378
1625071245388,2021-06-30T18:40:45.388,16.342,-74.817,-42.683,15.549
1625071245389,2021-06-30T18:40:45.389,16.343,-74.939,-48.354,14.207
1625071245389,2021-06-30T18:40:45.389,16.343,-74.695,-53.598,12.744
1625071245391,2021-06-30T18:40:45.391,16.345,-73.902,-58.232,11.280
1625071245392,2021-06-30T18:40:45.392,16.346,-72.866,-62.500,9.817
1625071245393,2021-06-30T18:40:45.393,16.347,-72.561,-66.037,8.780
1625071245395,2021-06-30T18:40:45.395,16.349,-71.585,-69.268,7.744
1625071245396,2021-06-30T18:40:45.396,16.350,-71.037,-72.012,6.768
1625071245398,2021-06-30T18:40:45.398,16.352,-70.671,-73.780,6.037
1625071245398,2021-06-30T18:40:45.398,16.352,-70.061,-75.610,4.939
1625071245399,2021-06-30T18:40:45.399,16.353,-69.451,-77.134,4.268
1625071245401,2021-06-30T18:40:45.401,16.355,-68.841,-78.659,3.110
1625071245402,2021-06-30T18:40:45.402,16.356,-68.415,-80.000,2.195
1625071245404,2021-06-30T18:40:45.404,16.358,-68.293,-81.280,1.220
1625071245405,2021-06-30T18:40:45.405,16.359,-67.927,-82.073,-0.061
1625071245407,2021-06-30T18:40:45.407,16.361,-67.622,-82.317,-0.976
1625071245407,2021-06-30T18:40:45.407,16.361,-67.134,-82.988,-2.012
1625071245408,2021-06-30T18:40:45.408,16.362,-66.585,-83.232,-3.232
1625071245410,2021-06-30T18:40:45.410,16.364,-66.037,-83.232,-4.390
1625071245411,2021-06-30T18:40:45.411,16.365,-64.878,-83.598,-5.000
1625071245413,2021-06-30T18:40:45.413,16.367,-63.476,-84.268,-5.793
1625071245414,2021-06-30T18:40:45.414,16.368,-61.768,-84.695,-6.585
1625071245414,2021-06-30T18:40:45.414,16.368,-59.695,-84.695,-7.439
1625071245415,2021-06-30T18:40:45.415,16.369,-57.866,-84.756,-8.110
1625071245417,2021-06-30T18:40:45.417,16.371,-55.793,-84.817,-8.171
1625071245418,2021-06-30T18:40:45.418,16.372,-53.598,-84.329,-8.049
1625071245420,2021-06-30T18:40:45.420,16.374,-51.890,-84.085,-6.707
1625071245421,2021-06-30T18:40:45.421,16.375,-51.463,-85.305,-4.695
1625071245423,2021-06-30T18:40:45.423,16.377,-52.378,-88.415,-2.744
1625071245423,2021-06-30T18:40:45.423,16.377,-53.354,-93.232,-1.524
1625071245424,2021-06-30T18:40:45.424,16.378,-51.341,-97.195,-2.378
1625071245426,2021-06-30T18:40:45.426,16.380,-45.671,-99.329,-4.207
1625071245427,2021-06-30T18:40:45.427,16.381,-38.354,-99.878,-5.061
1625071245429,2021-06-30T18:40:45.429,16.383,-31.220,-98.659,-4.451
1625071245430,2021-06-30T18:40:45.430,16.384,-24.207,-95.610,-3.110
1625071245430,2021-06-30T18:40:45.430,16.384,-19.329,-90.610,-0.732
1625071245432,2021-06-30T18:40:45.432,16.386,-17.378,-84.939,2.195
1625071245433,2021-06-30T18:40:45.433,16.387,-17.073,-80.061,4.817
1625071245434,2021-06-30T18:40:45.434,16.388,-17.439,-75.244,6.890
1625071245436,2021-06-30T18:40:45.436,16.390,-16.951,-70.366,8.963
1625071245437,2021-06-30T18:40:45.437,16.391,-15.854,-66.524,10.549
1625071245439,2021-06-30T18:40:45.439,16.393,-14.451,-62.988,11.646
1625071245439,2021-06-30T18:40:45.439,16.393,-13.110,-60.061,12.622
1625071245440,2021-06-30T18:40:45.440,16.394,-11.098,-57.988,13.171
1625071245442,2021-06-30T18:40:45.442,16.396,-9.268,-54.939,13.415
1625071245443,2021-06-30T18:40:45.443,16.397,-7.256,-50.732,14.207
1625071245445,2021-06-30T18:40:45.445,16.399,-5.671,-46.098,15.610
1625071245446,2021-06-30T18:40:45.446,16.400,-3.841,-40.732,16.707
1625071245446,2021-06-30T18:40:45.446,16.400,-1.280,-34.268,17.988
1625071245448,2021-06-30T18:40:45.448,16.402,1.280,-26.951,19.146
1625071245449,2021-06-30T18:40:45.449,16.403,3.902,-19.512,20.000
1625071245451,2021-06-30T18:40:45.451,16.405,6.524,-12.622,20.915
1625071245452,2021-06-30T18:40:45.452,16.406,8.049,-6.341,22.012
1625071245454,2021-06-30T18:40:45.454,16.408,9.573,-1.159,22.744
1625071245455,2021-06-30T18:40:45.455,16.409,11.890,3.780,22.744
1625071245455,2021-06-30T18:40:45.455,16.409,14.573,8.963,22.195
1625071245456,2021-06-30T18:40:45.456,16.410,17.439,14.024,21.951
1625071245458,2021-06-30T18:40:45.458,16.412,20.000,18.659,22.012
1625071245459,2021-06-30T18:40:45.459,16.413,21.707,22.988,22.134
1625071245461,2021-06-30T18:40:45.461,16.415,22.805,27.500,22.622
1625071245462,2021-06-30T18:40:45.462,16.416,23.354,31.951,23.354
1625071245462,2021-06-30T18:40:45.462,16.416,23.720,35.610,24.146
1625071245464,2021-06-30T18:40:45.464,16.418,24.390,39.268,24.268
1625071245465,2021-06-30T18:40:45.465,16.419,25.549,42.500,23.902
1625071245467,2021-06-30T18:40:45.467,16.421,26.341,45.183,23.963
1625071245468,2021-06-30T18:40:45.468,16.422,26.890,47.561,23.476
1625071245470,2021-06-30T18:40:45.470,16.424,27.622,49.024,22.561
1625071245471,2021-06-30T18:40:45.471,16.425,28.232,49.573,21.220
1625071245471,2021-06-30T18:40:45.471,16.425,29.024,50.000,20.061
1625071245473,2021-06-30T18:40:45.473,16.427,29.817,50.793,19.024
1625071245474,2021-06-30T18:40:45.474,16.428,29.695,51.341,18.476
1625071245476,2021-06-30T18:40:45.476,16.430,29.329,52.134,18.598
1625071245477,2021-06-30T18:40:45.477,16.431,29.024,52.866,18.780
1625071245478,2021-06-30T18:40:45.478,16.432,29.329,53.232,17.805
1625071245480,2021-06-30T18:40:45.480,16.434,30.000,53.476,16.768
1625071245480,2021-06-30T18:40:45.480,16.434,31.890,53.354,16.037
1625071245481,2021-06-30T18:40:45.481,16.435,33.415,53.171,14.817
1625071245483,2021-06-30T18:40:45.483,16.437,34.146,53.232,14.268
1625071245484,2021-06-30T18:40:45.484,16.438,34.573,53.293,14.146
1625071245486,2021-06-30T18:40:45.486,16.440,35.610,53.902,13.293
1625071245487,2021-06-30T18:40:45.487,16.441,36.951,54.939,12.622
1625071245487,2021-06-30T18:40:45.487,16.441,38.598,55.915,11.707
1625071245489,2021-06-30T18:40:45.489,16.443,40.122,56.646,11.098
1625071245490,2021-06-30T18:40:45.490,16.444,41.707,57.317,10.549
1625071245492,2021-06-30T18:40:45.492,16.446,43.415,57.500,9.695
1625071245493,2021-06-30T18:40:45.493,16.447,44.817,57.378,9.268
1625071245495,2021-06-30T18:40:45.495,16.449,46.037,57.256,8.415
1625071245496,2021-06-30T18:40:45.496,16.450,47.073,57.134,7.561
1625071245496,2021-06-30T18:40:45.496,16.450,47.683,56.707,6.098
1625071245497,2021-06-30T18:40:45.497,16.451,48.293,56.646,4.390
1625071245499,2021-06-30T18:40:45.499,16.453,48.659,56.768,2.988
1625071245500,2021-06-30T18:40:45.500,16.454,48.415,57.012,2.500
1625071245502,2021-06-30T18:40:45.502,16.456,48.293,57.439,1.951
1625071245503,2021-06-30T18:40:45.503,16.457,49.207,57.317,1.037
1625071245503,2021-06-30T18:40:45.503,16.457,50.854,56.341,-0.305
1625071245505,2021-06-30T18:40:45.505,16.459,52.500,55.183,-1.280
1625071245506,2021-06-30T18:40:45.506,16.460,53.841,55.915,-1.159
1625071245508,2021-06-30T18:40:45.508,16.462,55.061,58.780,0.000
1625071245509,2021-06-30T18:40:45.509,16.463,55.915,63.354,1.159
1625071245511,2021-06-30T18:40:45.511,16.465,56.280,69.329,2.378
1625071245512,2021-06-30T18:40:45.512,16.466,56.707,75.488,3.598
1625071245512,2021-06-30T18:40:45.512,16.466,56.890,81.098,4.512
1625071245514,2021-06-30T18:40:45.514,16.468,56.951,84.451,4.451
1625071245515,2021-06-30T18:40:45.515,16.469,57.073,85.366,2.866
1625071245518,2021-06-30T18:40:45.518,16.472,56.341,83.902,0.732
1625071245518,2021-06-30T18:40:45.518,16.472,55.976,81.341,-1.768
1625071245519,2021-06-30T18:40:45.519,16.473,55.122,78.354,-4.268
1625071245519,2021-06-30T18:40:45.519,16.473,53.537,74.756,-6.646
1625071245521,2021-06-30T18:40:45.521,16.475,52.012,71.402,-8.415
1625071245522,2021-06-30T18:40:45.522,16.476,51.098,67.683,-10.549
1625071245524,2021-06-30T18:40:45.524,16.478,50.610,64.207,-12.439
1625071245525,2021-06-30T18:40:45.525,16.479,50.305,61.524,-13.902
1625071245527,2021-06-30T18:40:45.527,16.481,50.122,60.793,-14.390
1625071245528,2021-06-30T18:40:45.528,16.482,50.671,60.976,-14.024
1625071245530,2021-06-30T18:40:45.530,16.484,51.341,61.037,-13.476
1625071245530,2021-06-30T18:40:45.530,16.484,52.866,60.122,-12.866
1625071245531,2021-06-30T18:40:45.531,16.485,55.122,59.085,-12.622
1625071245533,2021-06-30T18:40:45.533,16.487,57.073,58.537,-12.134
1625071245534,2021-06-30T18:40:45.534,16.488,57.683,58.354,-11.524
1625071245536,2021-06-30T18:40:45.536,16.490,56.768,59.085,-11.037
1625071245537,2021-06-30T18:40:45.537,16.491,55.610,60.122,-10.732
1625071245537,2021-06-30T18:40:45.537,16.491,54.817,60.427,-10.366
1625071245540,2021-06-30T18:40:45.540,16.494,54.451,61.098,-9.390
1625071245540,2021-06-30T18:40:45.540,16.494,54.329,61.646,-8.171
1625071245541,2021-06-30T18:40:45.541,16.495,54.329,61.768,-7.317
1625071245543,2021-06-30T18:40:45.543,16.497,54.146,61.463,-6.585
1625071245544,2021-06-30T18:40:45.544,16.498,53.354,60.183,-6.037
1625071245544,2021-06-30T18:40:45.544,16.498,52.500,57.195,-5.976
1625071245546,2021-06-30T18:40:45.546,16.500,51.646,53.171,-6.098
1625071245547,2021-06-30T18:40:45.547,16.501,49.695,48.659,-6.220
1625071245549,2021-06-30T18:40:45.549,16.503,47.439,43.780,-5.976
1625071245550,2021-06-30T18:40:45.550,16.504,45.366,39.329,-5.610
1625071245552,2021-06-30T18:40:45.552,16.506,43.598,34.451,-5.244
1625071245553,2021-06-30T18:40:45.553,16.507,42.012,29.207,-4.878
1625071245553,2021-06-30T18:40:45.553,16.507,40.366,23.963,-4.512
1625071245555,2021-06-30T18:40:45.555,16.509,38.537,18.659,-4.085
1625071245556,2021-06-30T18:40:45.556,16.510,36.707,13.171,-3.110
1625071245558,2021-06-30T18:40:45.558,16.512,34.634,7.378,-2.744
1625071245559,2021-06-30T18:40:45.559,16.513,32.012,1.890,-2.073
1625071245560,2021-06-30T18:40:45.560,16.514,29.817,-3.598,-0.915
1625071245562,2021-06-30T18:40:45.562,16.516,27.561,-8.963,-0.183
1625071245562,2021-06-30T18:40:45.562,16.516,25.854,-14.085,0.122
1625071245563,2021-06-30T18:40:45.563,16.517,24.146,-18.841,1.280
1625071245565,2021-06-30T18:40:45.565,16.519,22.500,-23.476,3.354
1625071245566,2021-06-30T18:40:45.566,16.520,20.915,-28.780,4.512
1625071245568,2021-06-30T18:40:45.568,16.522,18.841,-34.268,5.305
1625071245569,2021-06-30T18:40:45.569,16.523,16.585,-39.451,6.646
1625071245569,2021-06-30T18:40:45.569,16.523,14.817,-44.756,7.988
1625071245571,2021-06-30T18:40:45.571,16.525,14.024,-49.329,9.085
1625071245572,2021-06-30T18:40:45.572,16.526,13.720,-53.415,10.183
1625071245574,2021-06-30T18:40:45.574,16.528,13.720,-56.829,11.098
1625071245575,2021-06-30T18:40:45.575,16.529,13.476,-59.207,11.829
1625071245577,2021-06-30T18:40:45.577,16.531,14.268,-60.183,12.805
1625071245577,2021-06-30T18:40:45.577,16.531,14.878,-60.183,13.537
1625071245578,2021-06-30T18:40:45.578,16.532,15.671,-59.756,14.512
1625071245580,2021-06-30T18:40:45.580,16.534,16.463,-59.024,15.854
1625071245581,2021-06-30T18:40:45.581,16.535,16.646,-57.622,17.073
1625071245582,2021-06-30T18:40:45.582,16.536,16.890,-56.524,18.171
1625071245584,2021-06-30T18:40:45.584,16.538,16.220,-55.244,19.878
1625071245585,2021-06-30T18:40:45.585,16.539,14.878,-54.268,21.098
1625071245585,2021-06-30T18:40:45.585,16.539,13.902,-53.476,21.585
1625071245587,2021-06-30T18:40:45.587,16.541,12.927,-53.232,22.500
1625071245588,2021-06-30T18:40:45.588,16.542,11.159,-53.110,23.415
1625071245590,2021-06-30T18:40:45.590,16.544,9.573,-52.683,24.512
1625071245591,2021-06-30T18:40:45.591,16.545,8.841,-52.500,25.366
1625071245593,2021-06-30T18:40:45.593,16.547,8.720,-52.134,25.793
1625071245593,2021-06-30T18:40:45.593,16.547,8.598,-52.134,26.829
1625071245594,2021-06-30T18:40:45.594,16.548,8.598,-51.890,28.110
1625071245596,2021-06-30T18:40:45.596,16.550,8.841,-51.280,28.841
1625071245597,2021-06-30T18:40:45.597,16.551,9.024,-50.305,29.878
1625071245599,2021-06-30T18:40:45.599,16.553,9.085,-48.841,30.488
1625071245600,2021-06-30T18:40:45.600,16.554,8.659,-46.707,31.524
1625071245601,2021-06-30T18:40:45.601,16.555,8.110,-44.268,32.988
1625071245601,2021-06-30T18:40:45.601,16.555,8.476,-41.890,34.207
1625071245603,2021-06-30T18:40:45.603,16.557,9.573,-39.146,35.915
1625071245604,2021-06-30T18:40:45.604,16.558,10.366,-36.341,37.500
1625071245606,2021-06-30T18:40:45.606,16.560,10.671,-34.207,39.573
1625071245607,2021-06-30T18:40:45.607,16.561,10.793,-33.049,42.378
1625071245609,2021-06-30T18:40:45.609,16.563,10.976,-31.707,45.549
1625071245610,2021-06-30T18:40:45.610,16.564,11.585,-30.549,51.585
1625071245610,2021-06-30T18:40:45.610,16.564,12.744,-29.085,56.707
1625071245612,2021-06-30T18:40:45.612,16.566,13.598,-26.524,56.768
1625071245613,2021-06-30T18:40:45.613,16.567,14.634,-23.293,54.695
1625071245615,2021-06-30T18:40:45.615,16.569,14.756,-22.195,51.646
1625071245616,2021-06-30T18:40:45.616,16.570,14.451,-24.024,48.841
1625071245618,2021-06-30T18:40:45.618,16.572,14.146,-26.707,46.768
1625071245619,2021-06-30T18:40:45.619,16.573,13.354,-29.390,44.512
1625071245619,2021-06-30T18:40:45.619,16.573,12.256,-31.646,43.659
1625071245621,2021-06-30T18:40:45.621,16.575,10.366,-33.110,43.659
1625071245622,2021-06-30T18:40:45.622,16.576,7.500,-33.659,44.024
1625071245623,2021-06-30T18:40:45.623,16.577,3.659,-33.841,44.207
1625071245625,2021-06-30T18:40:45.625,16.579,-0.183,-34.024,43.902
1625071245626,2021-06-30T18:40:45.626,16.580,-3.659,-34.390,43.171
1625071245626,2021-06-30T18:40:45.626,16.580,-7.012,-35.183,41.890
1625071245628,2021-06-30T18:40:45.628,16.582,-10.000,-36.463,40.122
1625071245629,2021-06-30T18:40:45.629,16.583,-12.256,-37.805,38.232
1625071245631,2021-06-30T18:40:45.631,16.585,-14.512,-39.207,36.951
1625071245632,2021-06-30T18:40:45.632,16.586,-16.646,-40.549,36.402
1625071245634,2021-06-30T18:40:45.634,16.588,-17.988,-41.585,35.732
1625071245634,2021-06-30T18:40:45.634,16.588,-19.634,-42.073,34.695
1625071245635,2021-06-30T18:40:45.635,16.589,-21.098,-42.012,34.085
1625071245637,2021-06-30T18:40:45.637,16.591,-22.134,-41.646,33.415
1625071245638,2021-06-30T18:40:45.638,16.592,-23.293,-40.488,32.378
1625071245640,2021-06-30T18:40:45.640,16.594,-23.720,-39.024,30.976
1625071245641,2021-06-30T18:40:45.641,16.595,-23.841,-36.951,29.695
1625071245643,2021-06-30T18:40:45.643,16.597,-23.963,-34.451,28.476
1625071245643,2021-06-30T18:40:45.643,16.597,-23.415,-31.707,26.829
1625071245644,2021-06-30T18:40:45.644,16.598,-22.439,-28.902,25.122
1625071245645,2021-06-30T18:40:45.645,16.599,-20.854,-26.402,23.171
1625071245647,2021-06-30T18:40:45.647,16.601,-19.878,-24.146,20.976
1625071245648,2021-06-30T18:40:45.648,16.602,-19.268,-21.890,19.024
1625071245650,2021-06-30T18:40:45.650,16.604,-19.024,-20.366,17.378
1625071245650,2021-06-30T18:40:45.650,16.604,-18.415,-20.000,15.732
1625071245651,2021-06-30T18:40:45.651,16.605,-17.561,-19.512,14.634
1625071245653,2021-06-30T18:40:45.653,16.607,-16.524,-19.024,13.171
1625071245654,2021-06-30T18:40:45.654,16.608,-14.817,-18.171,11.220
1625071245656,2021-06-30T18:40:45.656,16.610,-12.988,-17.378,9.634
1625071245657,2021-06-30T18:40:45.657,16.611,-10.671,-16.585,7.866
1625071245659,2021-06-30T18:40:45.659,16.613,-8.720,-15.610,6.037
1625071245659,2021-06-30T18:40:45.659,16.613,-7.256,-14.512,4.085
1625071245660,2021-06-30T18:40:45.660,16.614,-5.915,-12.927,2.195
1625071245662,2021-06-30T18:40:45.662,16.616,-4.329,-11.159,0.854
1625071245663,2021-06-30T18:40:45.663,16.617,-2.500,-9.939,-0.488
1625071245664,2021-06-30T18:40:45.664,16.618,-0.488,-8.110,-1.585
1625071245666,2021-06-30T18:40:45.666,16.620,1.829,-6.220,-3.049
1625071245667,2021-06-30T18:40:45.667,16.621,3.780,-4.146,-4.268
1625071245667,2021-06-30T18:40:45.667,16.621,5.732,-2.134,-5.305
1625071245669,2021-06-30T18:40:45.669,16.623,8.171,0.488,-6.280
1625071245670,2021-06-30T18:40:45.670,16.624,11.037,2.805,-7.134
1625071245672,2021-06-30T18:40:45.672,16.626,14.085,5.000,-7.622
1625071245673,2021-06-30T18:40:45.673,16.627,17.073,7.195,-7.988
1625071245675,2021-06-30T18:40:45.675,16.629,19.817,9.695,-8.293
1625071245675,2021-06-30T18:40:45.675,16.629,22.805,12.073,-7.988
1625071245676,2021-06-30T18:40:45.676,16.630,25.854,13.598,-7.683
1625071245678,2021-06-30T18:40:45.678,16.632,30.366,13.598,-6.220
1625071245679,2021-06-30T18:40:45.679,16.633,36.220,12.683,-5.671
1625071245681,2021-06-30T18:40:45.681,16.635,41.280,14.573,-4.451
1625071245682,2021-06-30T18:40:45.682,16.636,45.366,19.634,-2.378
1625071245684,2021-06-30T18:40:45.684,16.638,47.683,25.061,0.305
1625071245684,2021-06-30T18:40:45.684,16.638,48.537,28.720,2.256
1625071245685,2021-06-30T18:40:45.685,16.639,48.963,30.122,3.841
